masses      stau_mix      LO_data      NLO_data      NLO_err      Alpha_err      time_elapsed
3.73850e+02 -2.87040e-03 6.14417e-01 7.19530e-01 2.69930e-02 -2.04018e-02 9.32371e+04
9.70250e+02 1.42270e-04 4.40159e-03 5.23876e-03 3.96554e-04 1.57379e-04 9.32371e+04
2.96710e+03 9.99520e-01 1.72945e-07 1.90392e-07 8.94212e-08 -1.70071e-08 9.32371e+04
6.06560e+02 1.00000e+00 1.68077e-01 1.93126e-01 7.87317e-03 4.49502e-03 9.32371e+04
1.05110e+03 1.00000e+00 6.69965e-03 7.53691e-03 5.00987e-04 -2.16557e-04 9.32371e+04
8.82360e+02 9.99990e-01 2.11569e-02 2.29045e-02 1.33283e-03 -3.77366e-05 9.32371e+04
8.08200e+02 9.56960e-01 2.95345e-02 3.49651e-02 1.86679e-03 -7.04622e-06 9.32371e+04
8.63850e+02 9.99990e-01 2.44689e-02 2.55914e-02 1.37054e-03 8.14754e-04 9.32371e+04
7.04270e+02 1.03270e-02 3.05288e-02 3.54684e-02 1.93900e-03 1.03928e-03 9.32371e+04
2.47840e+03 1.98540e-02 9.57737e-07 1.09495e-06 3.99934e-07 2.25469e-08 9.32371e+04
1.53420e+03 -1.57830e-02 1.51681e-04 1.69052e-04 1.83784e-05 4.65351e-06 9.32371e+04
3.17810e+03 9.99060e-01 6.14907e-08 6.87724e-08 3.20140e-08 -3.43545e-09 9.32371e+04
1.38150e+03 9.99990e-01 8.85274e-04 1.03303e-03 8.96623e-05 3.07205e-06 9.32371e+04
1.02600e+03 2.19440e-03 3.34578e-03 3.76827e-03 2.60637e-04 4.57618e-05 9.32371e+04
4.21650e+02 1.00000e+00 9.41453e-01 1.09473e+00 4.10344e-02 -3.02642e-02 9.32371e+04
1.55640e+03 -2.92710e-03 1.30695e-04 1.55364e-04 1.92092e-05 -4.36683e-06 9.32371e+04
2.02520e+03 1.95720e-02 1.06313e-05 1.20844e-05 2.57631e-06 2.49081e-07 9.32371e+04
2.27660e+03 9.99870e-01 6.39172e-06 7.21728e-06 2.06315e-06 -3.24104e-08 9.32371e+04
2.65260e+03 -9.02250e-04 3.98652e-07 4.39135e-07 1.80523e-07 -2.79906e-08 9.32371e+04
1.27270e+03 6.01480e-03 7.06470e-04 7.72835e-04 7.11853e-05 1.29859e-05 9.32371e+04
6.62160e+02 9.99870e-01 1.06470e-01 1.23929e-01 5.46552e-03 1.75473e-04 9.32371e+04
5.56220e+02 9.99660e-01 2.59052e-01 2.95368e-01 1.25379e-02 1.35883e-03 9.32371e+04
1.32290e+03 1.00000e+00 1.20751e-03 1.44385e-03 1.00104e-04 7.20607e-06 9.32371e+04
1.71850e+03 -1.17460e-03 5.53427e-05 6.17007e-05 9.25793e-06 -4.07150e-07 9.32371e+04
5.92390e+02 1.00000e+00 1.85847e-01 2.18410e-01 1.01881e-02 2.83720e-04 9.32371e+04
1.02080e+03 1.00000e+00 7.78936e-03 9.44208e-03 6.80346e-04 7.67857e-05 9.32371e+04
1.30880e+03 1.00000e+00 1.38872e-03 1.59409e-03 1.14106e-04 -4.37289e-06 9.32371e+04
5.95480e+02 1.09160e-03 7.28134e-02 8.19056e-02 4.25829e-03 -5.85918e-04 9.32371e+04
1.01420e+03 9.99910e-01 8.33774e-03 9.54742e-03 6.82093e-04 1.22546e-04 9.32371e+04
1.01850e+03 1.00000e+00 7.66817e-03 9.22823e-03 5.89571e-04 -1.72111e-05 9.32371e+04
3.27020e+02 9.95930e-01 2.77947e+00 3.27241e+00 1.23305e-01 -4.09963e-02 9.32371e+04
3.34680e+02 9.99940e-01 2.53321e+00 3.04855e+00 1.13951e-01 -6.72513e-02 9.32371e+04
3.12550e+02 1.00000e+00 3.37836e+00 4.01093e+00 1.33832e-01 1.54224e-01 9.32371e+04
1.23600e+03 4.34790e-02 8.66841e-04 9.95738e-04 8.87045e-05 5.13261e-06 9.32371e+04
2.01310e+03 1.00000e+00 2.62421e-05 2.91286e-05 5.76516e-06 7.44938e-08 9.32371e+04
9.09250e+02 6.27890e-03 6.59810e-03 8.02368e-03 5.39055e-04 -3.19421e-04 9.32371e+04
1.36890e+03 1.20690e-02 3.95166e-04 4.34067e-04 4.56568e-05 -9.76920e-06 9.32371e+04
1.92120e+03 9.99990e-01 4.35791e-05 4.79660e-05 8.74046e-06 -2.95478e-07 9.32371e+04
1.38160e+03 9.99950e-01 8.88901e-04 9.55995e-04 8.78470e-05 2.04683e-05 9.32371e+04
2.23390e+03 1.00000e+00 8.03622e-06 8.52155e-06 2.39450e-06 -2.93470e-07 9.32371e+04
2.39770e+03 5.88140e-03 1.49966e-06 1.64844e-06 5.41596e-07 -4.51889e-08 9.32371e+04
2.07340e+03 1.00000e+00 1.83739e-05 2.12394e-05 5.00511e-06 1.91567e-07 9.32371e+04
1.90160e+03 -1.43490e-02 2.11747e-05 2.35757e-05 4.17901e-06 -1.14514e-06 9.32371e+04
1.04240e+03 -4.05780e-03 2.77480e-03 3.33624e-03 2.22158e-04 -2.83973e-04 9.32371e+04
8.37860e+02 9.99990e-01 2.90488e-02 3.21648e-02 1.83454e-03 -1.84319e-04 9.32371e+04
4.09560e+02 9.26630e-01 8.45776e-01 9.93310e-01 4.08617e-02 -1.59088e-02 9.32371e+04
4.14410e+02 2.55660e-03 3.83844e-01 4.74234e-01 1.87408e-02 7.18617e-05 9.32371e+04
9.12980e+02 -1.46420e-02 6.76210e-03 7.83762e-03 4.75348e-04 -9.04736e-05 9.32371e+04
2.46220e+03 -3.64350e-02 1.06336e-06 1.13495e-06 4.19409e-07 -4.90776e-08 9.32371e+04
2.97620e+02 9.99950e-01 4.04525e+00 4.76300e+00 1.62235e-01 -1.11708e-01 9.32371e+04
1.72980e+03 1.00000e+00 1.26854e-04 1.37288e-04 1.75486e-05 -1.93131e-06 9.32371e+04
9.59690e+02 9.99980e-01 1.22725e-02 1.40330e-02 9.59510e-04 -2.98263e-04 9.32371e+04
1.36240e+03 9.99990e-01 9.80453e-04 1.15527e-03 8.98866e-05 -2.17530e-06 9.32371e+04
1.66150e+03 -4.94680e-03 7.58037e-05 8.25288e-05 1.15122e-05 -7.22824e-07 9.32371e+04
4.52620e+02 1.88510e-01 2.57897e-01 3.03433e-01 1.28911e-02 -6.19739e-03 9.32371e+04
2.19730e+03 -8.40890e-03 4.27316e-06 4.72094e-06 1.21139e-06 -1.06400e-07 9.32371e+04
6.70230e+02 9.99990e-01 9.98449e-02 1.15407e-01 5.34851e-03 -9.53292e-04 9.32371e+04
1.89910e+03 -4.83950e-04 2.13196e-05 2.41686e-05 4.44602e-06 -3.07731e-07 9.32371e+04
4.25010e+02 9.99990e-01 8.97487e-01 1.08214e+00 3.67220e-02 -3.86723e-02 9.32371e+04
1.59760e+03 9.99490e-01 2.66665e-04 2.92558e-04 3.36361e-05 1.66019e-05 9.32371e+04
1.75800e+03 1.00000e+00 1.07597e-04 1.19840e-04 1.79584e-05 -1.05700e-06 9.32371e+04
4.34510e+02 3.65240e-04 3.18666e-01 3.80533e-01 1.84429e-02 -8.78324e-03 9.32371e+04
8.53260e+02 9.99960e-01 2.42107e-02 2.88360e-02 1.49091e-03 7.84087e-04 9.32371e+04
1.39940e+03 9.99770e-01 8.02858e-04 9.05144e-04 8.45879e-05 1.02362e-06 9.32371e+04
1.04190e+03 9.99980e-01 7.07276e-03 8.14768e-03 5.16985e-04 -4.14257e-04 9.32371e+04
3.26350e+03 -1.13910e-01 1.89667e-08 1.97655e-08 1.28439e-08 -2.00127e-09 9.32371e+04
1.97150e+03 1.00000e+00 3.31080e-05 3.69830e-05 7.21202e-06 -7.28212e-07 9.32371e+04
1.15510e+03 4.06330e-04 1.45121e-03 1.62481e-03 1.42705e-04 3.98241e-05 9.32371e+04
2.46170e+03 9.98050e-01 2.43319e-06 2.62403e-06 8.65314e-07 -1.56614e-07 9.32371e+04
2.10050e+03 9.99330e-01 1.61716e-05 1.86142e-05 4.16118e-06 -9.07905e-08 9.32371e+04
9.52360e+02 9.91550e-01 1.20704e-02 1.38993e-02 8.47147e-04 1.77438e-04 9.32371e+04
1.26360e+03 1.68680e-03 7.28249e-04 8.43476e-04 7.64383e-05 -1.28810e-05 9.32371e+04
2.78860e+03 1.00000e+00 4.33669e-07 4.61483e-07 2.23294e-07 -3.91428e-08 9.32371e+04
3.22870e+03 -1.15180e-01 2.16432e-08 2.41755e-08 1.41155e-08 -2.23407e-09 9.32371e+04
5.74390e+02 -4.77220e-01 8.15229e-02 9.71185e-02 3.86675e-03 -1.44826e-03 9.32371e+04
1.49590e+03 -1.59700e-02 1.81975e-04 2.15247e-04 2.04771e-05 -1.05131e-05 9.32371e+04
5.87500e+02 9.99830e-01 1.97078e-01 2.35226e-01 9.77640e-03 -3.04316e-03 9.32371e+04
1.87310e+03 1.00000e+00 5.55824e-05 6.26787e-05 1.03757e-05 3.13149e-07 9.32371e+04
1.82860e+03 9.99960e-01 7.55015e-05 8.15895e-05 1.21887e-05 1.90501e-06 9.32371e+04
1.13810e+03 1.00000e+00 4.03884e-03 4.37469e-03 3.03236e-04 -9.38805e-05 9.32371e+04
7.52580e+02 2.61240e-01 1.97953e-02 2.28870e-02 1.52349e-03 4.89250e-04 9.32371e+04
1.11830e+03 1.76920e-01 1.75357e-03 2.06632e-03 1.49824e-04 -2.52680e-05 9.32371e+04
1.18690e+03 2.03440e-02 1.16204e-03 1.33304e-03 9.47742e-05 1.53250e-05 9.32371e+04
2.12140e+03 9.99850e-01 1.46867e-05 1.71078e-05 3.65853e-06 2.35677e-07 9.32371e+04
2.25130e+03 -1.28030e-02 3.19152e-06 3.65237e-06 9.93239e-07 -2.57538e-07 9.32371e+04
2.04900e+03 9.43830e-03 9.44950e-06 1.02365e-05 2.20876e-06 -1.73473e-07 9.32371e+04
1.25430e+03 -2.81530e-02 8.16170e-04 9.10916e-04 8.14687e-05 -3.51246e-05 9.32371e+04
2.43800e+03 -1.66930e-03 1.21526e-06 1.27258e-06 4.52948e-07 -2.96290e-08 9.32371e+04
1.42500e+03 -1.56690e-03 2.90204e-04 3.24927e-04 3.16682e-05 -1.31782e-05 9.32371e+04
2.68980e+02 1.00000e+00 6.08909e+00 7.49340e+00 2.65854e-01 1.00852e-02 9.32371e+04
6.05020e+02 9.90320e-01 1.61064e-01 1.88916e-01 8.35779e-03 4.32845e-03 9.32371e+04
3.02950e+03 9.99970e-01 1.27911e-07 1.40887e-07 6.80206e-08 -1.47970e-08 9.32371e+04
5.70760e+02 1.00000e+00 2.27044e-01 2.65293e-01 1.05954e-02 -8.20283e-03 9.32371e+04
1.20240e+03 9.99790e-01 2.62463e-03 2.87615e-03 2.52150e-04 1.07560e-04 9.32371e+04
3.16900e+03 9.99920e-01 6.57840e-08 7.18412e-08 3.37910e-08 -5.46809e-09 9.32371e+04
1.12840e+03 4.06930e-03 1.65188e-03 1.75959e-03 1.46771e-04 -3.31476e-05 9.32371e+04
6.01300e+02 9.99720e-01 1.73134e-01 2.01495e-01 8.78881e-03 2.15918e-04 9.32371e+04
1.54920e+03 6.80320e-04 1.40682e-04 1.67131e-04 2.06945e-05 -4.05039e-06 9.32371e+04
1.31900e+03 9.99960e-01 1.22936e-03 1.50895e-03 1.19947e-04 -2.15946e-05 9.32371e+04
8.96560e+02 1.00000e+00 1.85849e-02 2.10903e-02 1.58580e-03 1.03960e-03 9.32371e+04
6.41330e+02 1.00000e+00 1.22958e-01 1.45570e-01 6.81009e-03 -3.47104e-03 9.32371e+04
9.58820e+02 -2.37790e-01 4.84602e-03 5.50931e-03 3.76466e-04 4.23596e-04 9.32371e+04
1.18260e+03 -7.35190e-03 1.20982e-03 1.33024e-03 1.20946e-04 -5.31533e-06 9.32371e+04
9.75520e+02 9.99820e-01 1.11799e-02 1.24168e-02 8.89867e-04 -6.74142e-04 9.32371e+04
1.75620e+03 1.00000e+00 1.09277e-04 1.22932e-04 1.67579e-05 -2.04433e-06 9.32371e+04
3.75500e+02 9.99500e-01 1.56598e+00 1.82044e+00 6.64018e-02 -8.40959e-04 9.32371e+04
1.73550e+03 -3.46550e-02 5.05117e-05 5.74386e-05 8.30450e-06 2.11982e-07 9.32371e+04
4.96100e+02 9.98120e-01 4.30824e-01 5.17331e-01 1.78946e-02 -4.13568e-04 9.32371e+04
7.73330e+02 5.42280e-03 1.75742e-02 1.99597e-02 1.37258e-03 -2.20523e-04 9.32371e+04
1.94500e+03 4.48100e-03 1.68372e-05 1.86180e-05 3.47785e-06 -4.34652e-07 9.32371e+04
5.40240e+02 -2.88510e-01 1.06446e-01 1.29278e-01 5.57866e-03 -1.42593e-03 9.32371e+04
1.81910e+03 9.99870e-01 7.53411e-05 8.07723e-05 1.25970e-05 -3.17064e-07 9.32371e+04
7.98930e+02 1.33120e-03 1.52227e-02 1.70851e-02 1.02535e-03 -6.84021e-04 9.32371e+04
9.41950e+02 9.99940e-01 1.35702e-02 1.59754e-02 9.73111e-04 2.16421e-04 9.32371e+04
1.49470e+03 -3.09750e-02 2.01203e-04 2.20107e-04 2.48868e-05 4.30153e-06 9.32371e+04
4.59040e+02 1.73130e-03 2.44394e-01 2.96467e-01 1.21744e-02 5.05208e-04 9.32371e+04
9.24580e+02 -7.01450e-03 6.45303e-03 7.48798e-03 4.97403e-04 -3.75495e-04 9.32371e+04
2.37070e+03 1.00000e+00 3.75606e-06 4.15252e-06 1.24030e-06 -1.67924e-07 9.32371e+04
2.94420e+03 1.00000e+00 1.98283e-07 2.18142e-07 1.02133e-07 -1.20677e-08 9.32371e+04
1.46130e+03 1.00000e+00 5.50988e-04 6.23315e-04 5.95504e-05 -6.34531e-06 9.32371e+04
2.56960e+03 9.99140e-01 1.37205e-06 1.46386e-06 5.07382e-07 -4.10572e-08 9.32371e+04
8.61850e+02 1.00000e+00 2.40807e-02 2.69913e-02 1.43472e-03 9.68698e-04 9.32371e+04
7.47810e+02 1.00000e+00 5.53828e-02 6.18233e-02 3.06534e-03 -6.53962e-04 9.32371e+04
8.60900e+02 6.25680e-03 9.52796e-03 1.10565e-02 7.09187e-04 1.01479e-04 9.32371e+04
1.40010e+03 3.64650e-03 3.17042e-04 3.80029e-04 3.59784e-05 1.33538e-05 9.32371e+04
1.25010e+03 9.99880e-01 1.88691e-03 2.22407e-03 1.60078e-04 6.68154e-05 9.32371e+04
2.72460e+03 9.99900e-01 6.04574e-07 6.56928e-07 2.73468e-07 -2.31349e-08 9.32371e+04
2.00080e+03 1.00000e+00 2.86285e-05 3.11838e-05 6.23449e-06 -1.43264e-06 9.32371e+04
3.23230e+03 1.11980e-01 2.08177e-08 2.40983e-08 1.31139e-08 -3.40763e-09 9.32371e+04
1.36430e+03 9.99990e-01 9.64369e-04 1.12860e-03 1.07925e-04 -2.70537e-05 9.32371e+04
2.60700e+03 -1.72030e-02 5.13288e-07 5.47177e-07 2.37132e-07 -3.01336e-08 9.32371e+04
1.68230e+03 9.99950e-01 1.58426e-04 1.87198e-04 2.21204e-05 -1.01816e-06 9.32371e+04
2.08960e+03 2.07870e-02 7.64169e-06 8.53886e-06 1.88699e-06 5.54240e-08 9.32371e+04
7.62000e+02 9.99600e-01 4.88865e-02 5.48435e-02 3.23483e-03 5.88990e-05 9.32371e+04
5.42180e+02 -1.36950e-03 1.16339e-01 1.33091e-01 5.99346e-03 -8.04935e-04 9.32371e+04
8.04010e+02 9.99810e-01 3.42557e-02 4.25144e-02 2.44916e-03 5.56590e-05 9.32371e+04
2.35920e+03 2.53730e-02 1.84414e-06 2.03107e-06 6.38796e-07 -3.24831e-09 9.32371e+04
2.06160e+02 9.99950e-01 1.68707e+01 2.06518e+01 8.55565e-01 2.31530e-01 9.32371e+04
3.39540e+02 9.37800e-04 9.23385e-01 1.08162e+00 3.87009e-02 5.27489e-02 9.32371e+04
1.32760e+03 9.99990e-01 1.23392e-03 1.41845e-03 1.11868e-04 -3.83837e-05 9.32371e+04
1.52820e+03 9.99390e-01 3.93505e-04 4.25757e-04 4.41490e-05 -5.92146e-06 9.32371e+04
9.32250e+02 9.84940e-01 1.39698e-02 1.54365e-02 1.08165e-03 -1.30869e-04 9.32371e+04
1.68630e+03 1.00000e+00 1.59166e-04 1.78135e-04 2.20409e-05 2.51376e-07 9.32371e+04
1.02670e+03 6.30630e-02 2.98759e-03 3.67055e-03 2.29741e-04 -2.28784e-04 9.32371e+04
1.71050e+03 1.46930e-02 5.93220e-05 6.75961e-05 9.93339e-06 -2.08410e-06 9.32371e+04
2.08500e+03 1.00000e+00 1.81104e-05 1.94809e-05 4.27696e-06 1.58691e-07 9.32371e+04
7.86360e+02 9.50720e-01 3.56885e-02 4.26674e-02 2.33638e-03 1.54263e-03 9.32371e+04
7.89890e+02 9.99870e-01 3.94090e-02 4.62623e-02 2.69514e-03 -5.19162e-04 9.32371e+04
1.84780e+03 1.00000e+00 6.43223e-05 7.43429e-05 1.13754e-05 -2.17401e-06 9.32371e+04
3.88470e+02 1.00000e+00 1.33353e+00 1.58240e+00 7.01441e-02 1.58731e-03 9.32371e+04
2.41760e+03 2.02870e-02 1.30183e-06 1.46300e-06 5.15255e-07 -3.96531e-08 9.32371e+04
8.74470e+02 1.00000e+00 2.19892e-02 2.52865e-02 1.33506e-03 8.00256e-04 9.32371e+04
8.16530e+02 9.99990e-01 3.32440e-02 3.74033e-02 2.28705e-03 -1.83812e-03 9.32371e+04
8.40060e+02 -9.60440e-03 1.10790e-02 1.28346e-02 7.54184e-04 4.57272e-04 9.32371e+04
1.77860e+03 1.00000e+00 9.76975e-05 1.03101e-04 1.43170e-05 2.43173e-06 9.32371e+04
4.53590e+02 1.00000e+00 6.94956e-01 7.92282e-01 3.19501e-02 -6.93694e-03 9.32371e+04
1.94990e+03 9.99970e-01 3.62647e-05 4.04308e-05 7.05939e-06 -1.31872e-06 9.32371e+04
1.75850e+03 9.99990e-01 1.09290e-04 1.18838e-04 1.62963e-05 4.41249e-07 9.32371e+04
1.56220e+03 2.05860e-03 1.33979e-04 1.46720e-04 1.70691e-05 1.19638e-06 9.32371e+04
6.94460e+02 1.00000e+00 7.68115e-02 9.20977e-02 4.54869e-03 3.00287e-03 9.32371e+04
5.03460e+02 -4.95310e-03 1.57346e-01 1.91514e-01 8.29165e-03 1.71507e-03 9.32371e+04
8.41640e+02 9.99930e-01 2.64513e-02 3.15464e-02 1.74872e-03 2.12111e-04 9.32371e+04
7.49890e+02 9.99950e-01 5.12944e-02 6.00056e-02 2.91958e-03 -6.85661e-04 9.32371e+04
3.09040e+03 1.00000e+00 9.36981e-08 1.04304e-07 5.25781e-08 -1.11187e-08 9.32371e+04
2.27630e+03 9.99890e-01 6.67442e-06 7.39603e-06 2.01089e-06 1.01643e-07 9.32371e+04
2.62870e+03 9.99880e-01 1.00014e-06 1.10320e-06 3.80621e-07 -2.37526e-08 9.32371e+04
1.81140e+03 4.37340e-03 3.32075e-05 3.67619e-05 5.91314e-06 -6.60788e-07 9.32371e+04
7.56330e+02 9.88210e-01 5.05919e-02 5.62698e-02 3.03992e-03 -4.70596e-04 9.32371e+04
1.09150e+03 -2.23770e-02 2.10684e-03 2.32839e-03 1.73545e-04 -1.55225e-05 9.32371e+04
2.58940e+03 2.63550e-02 5.30101e-07 5.99936e-07 2.50942e-07 -3.19214e-08 9.32371e+04
1.21130e+03 9.99990e-01 2.46323e-03 2.69032e-03 2.00249e-04 1.86625e-06 9.32371e+04
7.19310e+02 1.59390e-03 2.64506e-02 3.03293e-02 1.87450e-03 9.87810e-04 9.32371e+04
4.47910e+02 9.99860e-01 7.13799e-01 8.41311e-01 3.38645e-02 3.93555e-02 9.32371e+04
1.12980e+03 9.99990e-01 3.82805e-03 4.78235e-03 3.69887e-04 -1.66147e-04 9.32371e+04
2.38900e+03 9.88530e-01 3.35774e-06 3.84682e-06 1.22286e-06 -8.46483e-08 9.32371e+04
1.01730e+03 -9.78360e-03 3.39199e-03 3.79549e-03 3.05616e-04 1.26901e-04 9.32371e+04
1.20290e+03 1.34690e-02 1.05143e-03 1.20643e-03 9.95191e-05 1.66090e-05 9.32371e+04
8.87440e+02 9.59510e-01 1.75416e-02 1.94315e-02 1.40620e-03 7.08733e-04 9.32371e+04
1.07850e+03 1.11900e-02 2.20589e-03 2.59381e-03 1.82605e-04 -9.24389e-05 9.32371e+04
1.41200e+03 9.85830e-01 7.48564e-04 8.03516e-04 7.54125e-05 -8.69579e-06 9.32371e+04
1.46720e+03 3.78940e-02 2.36306e-04 2.52062e-04 2.97834e-05 4.68803e-06 9.32371e+04
9.55600e+02 -1.59730e-02 4.97243e-03 5.46467e-03 3.48745e-04 -2.14333e-04 9.32371e+04
6.36410e+02 1.00000e+00 1.29171e-01 1.51924e-01 6.86037e-03 -4.98226e-03 9.32371e+04
5.43170e+02 3.14660e-03 1.13887e-01 1.35085e-01 6.17627e-03 -1.68960e-03 9.32371e+04
2.53200e+03 1.00000e+00 1.69536e-06 1.80733e-06 6.64521e-07 -1.79274e-07 9.32371e+04
1.49040e+03 9.99990e-01 4.76874e-04 5.44291e-04 5.48149e-05 -8.60916e-06 9.32371e+04
9.76810e+02 9.99970e-01 1.08156e-02 1.21509e-02 8.61183e-04 4.84766e-06 9.32371e+04
4.92520e+02 9.99800e-01 4.56133e-01 5.43137e-01 2.36094e-02 -1.52281e-02 9.32371e+04
2.13730e+03 1.00000e+00 1.38192e-05 1.41625e-05 3.72204e-06 -3.61399e-07 9.32371e+04
7.05010e+02 9.97910e-01 7.31370e-02 8.73400e-02 4.10207e-03 -5.75435e-05 9.32371e+04
1.17080e+03 9.85990e-01 3.00767e-03 3.42460e-03 2.34152e-04 -7.52417e-05 9.32371e+04
2.68160e+02 8.39260e-01 3.81154e+00 4.56439e+00 1.64084e-01 -1.07544e-01 9.32371e+04
9.78500e+02 9.99990e-01 1.06691e-02 1.22919e-02 8.39585e-04 -4.70088e-04 9.32371e+04
8.68760e+02 4.99900e-01 8.31826e-03 9.82622e-03 6.35657e-04 8.04168e-05 9.32371e+04
1.05830e+03 9.83850e-01 5.92133e-03 7.07683e-03 4.46446e-04 9.02145e-05 9.32371e+04
7.57670e+02 -4.09460e-03 2.07876e-02 2.27502e-02 1.40423e-03 1.81546e-04 9.32371e+04
6.05220e+02 4.69280e-03 7.00601e-02 7.76108e-02 3.55333e-03 -1.19983e-03 9.32371e+04
1.70740e+03 9.08590e-01 1.09089e-04 1.21323e-04 1.70584e-05 2.40185e-06 9.32371e+04
8.53830e+02 3.45040e-03 1.02782e-02 1.10106e-02 6.41453e-04 -3.26523e-04 9.32371e+04
6.76550e+02 9.99980e-01 9.33015e-02 1.07977e-01 5.23670e-03 -9.93358e-04 9.32371e+04
5.27440e+02 -1.76320e-02 1.33134e-01 1.49708e-01 7.57392e-03 2.38729e-03 9.32371e+04
2.30980e+03 9.99960e-01 5.30078e-06 5.84734e-06 1.74191e-06 -1.35636e-07 9.32371e+04
1.65980e+03 9.99480e-01 1.78556e-04 2.01516e-04 2.55909e-05 2.72782e-06 9.32371e+04
1.38480e+03 6.50030e-03 3.68334e-04 4.05957e-04 4.30656e-05 -2.03634e-06 9.32371e+04
1.62070e+03 -1.81730e-03 9.04882e-05 1.02905e-04 1.31549e-05 -6.90627e-07 9.32371e+04
3.46650e+02 1.00000e+00 2.24581e+00 2.53738e+00 1.00835e-01 2.14447e-02 9.32371e+04
1.31090e+03 9.99750e-01 1.36481e-03 1.58436e-03 1.29871e-04 -2.50069e-06 9.32371e+04
1.20980e+03 9.99710e-01 2.55343e-03 2.86999e-03 2.12796e-04 -4.21605e-05 9.32371e+04
1.94470e+03 -8.93050e-02 1.59386e-05 1.77202e-05 3.53922e-06 -3.04467e-07 9.32371e+04
7.16060e+02 9.99880e-01 6.89181e-02 7.88572e-02 4.37398e-03 -9.40652e-04 9.32371e+04
1.43810e+03 4.65810e-03 2.64350e-04 3.00651e-04 3.04024e-05 -1.45090e-05 9.32371e+04
7.75780e+02 1.00000e+00 4.39538e-02 4.91230e-02 2.77123e-03 -1.54336e-03 9.32371e+04
6.91360e+02 9.99980e-01 8.36184e-02 9.46192e-02 4.82352e-03 1.28043e-03 9.32371e+04
9.56580e+02 1.00000e+00 1.20880e-02 1.37460e-02 1.11749e-03 2.08195e-05 9.32371e+04
2.89130e+02 9.99950e-01 4.65251e+00 5.58441e+00 2.06829e-01 2.21731e-01 9.32371e+04
8.39000e+02 9.99980e-01 2.70770e-02 3.12462e-02 1.66406e-03 3.84064e-04 9.32371e+04
1.97130e+03 -6.48250e-03 1.43311e-05 1.61050e-05 3.09139e-06 -1.96792e-07 9.32371e+04
1.52630e+03 1.14380e-03 1.65851e-04 1.76563e-04 2.18478e-05 -2.23930e-06 9.32371e+04
9.96170e+02 2.84490e-03 3.78783e-03 4.55341e-03 3.18497e-04 -1.01620e-04 9.32371e+04
3.11100e+03 9.99480e-01 8.56616e-08 9.39776e-08 4.60440e-08 -5.94049e-09 9.32371e+04
8.29100e+02 1.00000e+00 2.90255e-02 3.39372e-02 1.89378e-03 -3.86847e-04 9.32371e+04
2.34120e+02 9.99310e-01 1.03573e+01 1.29251e+01 4.38266e-01 1.81144e-01 9.32371e+04
1.40900e+03 9.99430e-01 7.59493e-04 8.83908e-04 8.42163e-05 4.35514e-06 9.32371e+04
2.68790e+03 9.99960e-01 7.07001e-07 7.66353e-07 3.11506e-07 -2.76557e-08 9.32371e+04
2.17470e+03 9.99700e-01 1.09966e-05 1.22451e-05 3.08669e-06 -7.69835e-08 9.32371e+04
3.02210e+03 9.95800e-01 1.29308e-07 1.45693e-07 6.64309e-08 -1.12739e-08 9.32371e+04
1.58820e+03 9.99870e-01 2.54388e-04 3.13073e-04 3.48414e-05 1.43372e-06 9.32371e+04
3.16660e+03 9.99660e-01 6.43801e-08 7.29488e-08 3.13516e-08 -7.28020e-09 9.32371e+04
9.97710e+02 9.90620e-01 9.29277e-03 1.05532e-02 6.95525e-04 -1.55648e-04 9.32371e+04
1.83330e+03 -2.53530e-02 2.96430e-05 3.37689e-05 5.25910e-06 -6.02111e-07 9.32371e+04
1.72080e+03 1.23090e-02 5.38089e-05 6.28644e-05 9.09150e-06 3.24750e-07 9.32371e+04
2.78240e+02 -8.15290e-03 2.02320e+00 2.47904e+00 9.23335e-02 -3.69559e-02 9.32371e+04
5.79960e+02 9.88000e-01 1.99204e-01 2.31585e-01 1.05349e-02 6.17355e-03 9.32371e+04
2.24410e+03 1.00000e+00 7.49936e-06 8.41380e-06 2.39392e-06 -6.38453e-08 9.32371e+04
2.13770e+03 7.86640e-04 5.81467e-06 6.46443e-06 1.47905e-06 -1.43798e-08 9.32371e+04
2.52140e+03 -6.37340e-03 7.62196e-07 8.53433e-07 3.14438e-07 -3.60550e-08 9.32371e+04
1.02500e+03 7.97530e-03 3.32436e-03 3.74210e-03 2.48642e-04 -5.58121e-05 9.32371e+04
2.71440e+03 9.99940e-01 6.30651e-07 6.90490e-07 2.82659e-07 -5.31136e-08 9.32371e+04
6.05530e+02 -1.91260e-03 6.67994e-02 7.76567e-02 3.25652e-03 8.39607e-04 9.32371e+04
2.06890e+03 3.92600e-03 8.68114e-06 9.28920e-06 1.91885e-06 -1.00335e-07 9.32371e+04
1.39730e+03 8.36020e-02 3.46457e-04 3.78800e-04 3.68914e-05 -7.57219e-07 9.32371e+04
1.57860e+03 9.99990e-01 2.93610e-04 3.25676e-04 3.32516e-05 -1.25790e-05 9.32371e+04
1.10790e+03 9.99990e-01 4.62319e-03 5.47916e-03 3.94949e-04 1.38707e-04 9.32371e+04
2.30380e+03 1.04030e-04 2.42247e-06 2.60444e-06 8.27444e-07 -4.77633e-08 9.32371e+04
4.71680e+02 9.98120e-01 5.62006e-01 6.65794e-01 2.87886e-02 3.60934e-03 9.32371e+04
