file                  m1000011      m1000015      m2000015      staumix11     1000015_-1000015_13000_LO_test 1000015_-1000015_13000_NLO_1_relerr 1000015_-1000015_13000_NLO_1 1000015_-1000015_13000_NLO_05 1000015_-1000015_13000_NLO_2 1000015_-1000015_13000_NLO_pdf 1000015_-1000015_13000_NLO_aup 1000015_-1000015_13000_NLO_adn 
100_1.slha 1.40000e+02   1.40000e+02   1.90000e+02   6.25000e-01   2.61230e+01   7.57740e-04   3.12810e+01   3.18790e+01   3.08920e+01   6.62920e-01   3.10870e+01   3.14250e+01  
100_2.slha 2.20000e+02   2.20000e+02   2.20000e+02   1.25000e-01   4.99910e+00   7.70740e-04   5.84250e+00   5.96490e+00   5.74800e+00   1.32020e-01   5.82030e+00   5.85310e+00  
100_3.slha 3.20000e+02   3.20000e+02   3.70000e+02   5.00000e-01   1.11150e+00   7.78440e-04   1.28320e+00   1.31060e+00   1.25890e+00   3.44680e-02   1.28140e+00   1.28240e+00  
101_1.slha 1.40000e+02   1.40000e+02   1.90000e+02   8.75000e-01   4.60870e+01   7.54730e-04   5.51550e+01   5.62110e+01   5.44710e+01   1.05310e+00   5.48020e+01   5.54190e+01  
101_2.slha 2.20000e+02   2.20000e+02   3.70000e+02   6.25000e-01   5.25410e+00   7.71570e-04   6.14090e+00   6.26950e+00   6.04170e+00   1.41530e-01   6.11800e+00   6.15180e+00  
101_3.slha 3.20000e+02   3.20000e+02   4.70000e+02   1.00000e+00   3.04010e+00   7.74490e-04   3.50870e+00   3.58370e+00   3.44150e+00   9.14150e-02   3.50220e+00   3.50620e+00  
102_1.slha 1.40000e+02   1.40000e+02   2.90000e+02   1.25000e-01   2.52020e+01   7.56560e-04   3.01740e+01   3.07500e+01   2.98010e+01   6.17010e-01   2.99850e+01   3.03150e+01  
102_2.slha 2.00000e+02   2.00000e+02   3.00000e+02   2.50000e-01   6.87280e+00   7.68690e-04   8.06750e+00   8.23470e+00   7.94300e+00   1.79130e-01   8.03280e+00   8.08700e+00  
102_3.slha 3.20000e+02   3.20000e+02   3.20000e+02   8.75000e-01   2.09440e+00   7.75630e-04   2.41740e+00   2.46910e+00   2.37120e+00   6.31510e-02   2.41320e+00   2.41570e+00  
103_1.slha 1.40000e+02   1.40000e+02   2.40000e+02   0.00000e+00   2.55770e+01   7.56390e-04   3.06220e+01   3.12070e+01   3.02430e+01   6.22470e-01   3.04300e+01   3.07660e+01  
103_2.slha 1.80000e+02   1.80000e+02   3.30000e+02   1.25000e-01   1.04120e+01   7.65200e-04   1.22860e+01   1.25370e+01   1.21070e+01   2.61920e-01   1.22260e+01   1.23240e+01  
103_3.slha 3.20000e+02   3.20000e+02   3.20000e+02   3.75000e-01   1.09710e+00   7.78190e-04   1.26650e+00   1.29360e+00   1.24250e+00   3.39050e-02   1.26470e+00   1.26570e+00  
104_1.slha 1.40000e+02   1.40000e+02   2.40000e+02   3.75000e-01   2.33930e+01   7.57720e-04   2.80130e+01   2.85480e+01   2.76660e+01   5.95600e-01   2.78400e+01   2.81430e+01  
104_2.slha 2.00000e+02   2.00000e+02   2.50000e+02   1.00000e+00   1.88870e+01   7.65250e-04   2.21560e+01   2.26170e+01   2.18120e+01   4.53040e-01   2.20540e+01   2.22120e+01  
104_3.slha 3.20000e+02   3.20000e+02   3.20000e+02   2.50000e-01   1.12830e+00   7.77720e-04   1.30260e+00   1.33040e+00   1.27780e+00   3.46580e-02   1.30060e+00   1.30170e+00  
104_4.slha 4.00000e+02   4.00000e+02   5.50000e+02   1.00000e+00   1.18130e+00   7.75660e-04   1.35900e+00   1.38830e+00   1.33030e+00   4.07960e-02   1.35840e+00   1.35580e+00  
105_1.slha 1.40000e+02   1.40000e+02   2.90000e+02   2.50000e-01   2.42760e+01   7.57050e-04   2.90670e+01   2.96220e+01   2.87070e+01   6.04360e-01   2.88870e+01   2.92030e+01  
105_2.slha 2.00000e+02   2.00000e+02   2.50000e+02   6.25000e-01   7.45540e+00   7.69150e-04   8.75160e+00   8.93300e+00   8.61650e+00   1.96480e-01   8.71420e+00   8.77250e+00  
105_3.slha 3.20000e+02   3.20000e+02   3.20000e+02   1.00000e+00   3.04010e+00   7.74490e-04   3.50870e+00   3.58370e+00   3.44150e+00   9.14150e-02   3.50220e+00   3.50620e+00  
106_1.slha 1.40000e+02   1.40000e+02   1.90000e+02   7.50000e-01   3.29100e+01   7.56390e-04   3.93970e+01   4.01510e+01   3.89080e+01   7.95010e-01   3.91500e+01   3.95820e+01  
106_2.slha 2.00000e+02   2.00000e+02   3.00000e+02   0.00000e+00   7.20410e+00   7.68130e-04   8.45580e+00   8.63110e+00   8.32520e+00   1.84820e-01   8.41900e+00   8.47630e+00  
106_3.slha 3.20000e+02   3.20000e+02   3.20000e+02   5.00000e-01   1.11150e+00   7.78440e-04   1.28320e+00   1.31060e+00   1.25890e+00   3.44680e-02   1.28140e+00   1.28240e+00  
106_4.slha 4.00000e+02   4.00000e+02   5.50000e+02   8.75000e-01   8.16400e-01   7.76770e-04   9.39230e-01   9.59500e-01   9.19500e-01   2.80600e-02   9.38950e-01   9.37090e-01  
108_1.slha 6.00000e+01   6.00000e+01   2.10000e+02   7.50000e-01   5.26770e+02   7.12610e-04   6.76120e+02   6.79260e+02   6.76040e+02   1.38020e+01   6.69070e+02   6.82650e+02  
108_2.slha 2.20000e+02   2.20000e+02   3.70000e+02   2.50000e-01   4.83710e+00   7.71150e-04   5.65340e+00   5.77180e+00   5.56200e+00   1.29060e-01   5.63210e+00   5.66360e+00  
108_3.slha 3.20000e+02   3.20000e+02   4.20000e+02   1.00000e+00   3.04010e+00   7.74490e-04   3.50870e+00   3.58370e+00   3.44150e+00   9.14150e-02   3.50220e+00   3.50620e+00  
109_1.slha 1.00000e+02   1.00000e+02   2.00000e+02   6.25000e-01   7.96680e+01   7.42700e-04   9.78300e+01   9.93740e+01   9.69670e+01   2.06210e+00   9.70580e+01   9.84780e+01  
109_2.slha 2.20000e+02   2.20000e+02   3.70000e+02   5.00000e-01   4.74290e+00   7.71970e-04   5.54390e+00   5.65990e+00   5.45430e+00   1.29110e-01   5.52340e+00   5.55370e+00  
109_3.slha 3.20000e+02   3.20000e+02   4.70000e+02   1.25000e-01   1.16370e+00   7.77360e-04   1.34340e+00   1.37210e+00   1.31790e+00   3.56060e-02   1.34130e+00   1.34250e+00  
110_1.slha 8.00000e+01   8.00000e+01   1.30000e+02   1.00000e+00   4.73770e+02   7.25590e-04   5.91780e+02   5.98630e+02   5.88700e+02   1.03620e+01   5.86250e+02   5.96700e+02  
110_2.slha 2.20000e+02   2.20000e+02   3.20000e+02   7.50000e-01   6.55590e+00   7.70400e-04   7.66120e+00   7.82170e+00   7.53710e+00   1.71500e-01   7.63190e+00   7.67510e+00  
110_3.slha 3.20000e+02   3.20000e+02   4.20000e+02   8.75000e-01   2.09440e+00   7.75630e-04   2.41740e+00   2.46910e+00   2.37120e+00   6.31510e-02   2.41320e+00   2.41570e+00  
