masses     LO_data     LO_up     LO_down     NLO_data     NLO_up     NLO_down
1.05110e+03 2.74832e-03 2.41333e-03 3.05795e-03 3.02107e-03 2.43569e-03 3.74189e-03
8.82360e+02 8.17102e-03 7.33795e-03 9.00892e-03 9.22693e-03 7.02470e-03 1.15320e-02
8.08200e+02 1.37447e-02 1.27850e-02 1.49160e-02 1.54935e-02 1.20381e-02 1.94458e-02
8.63850e+02 9.45125e-03 8.57986e-03 1.02621e-02 1.04197e-02 7.99886e-03 1.31647e-02
7.04270e+02 2.92684e-02 2.66803e-02 3.15826e-02 3.43149e-02 2.62466e-02 4.22840e-02
2.47840e+03 9.54516e-07 8.33092e-07 1.12230e-06 1.00115e-06 8.05979e-07 1.33750e-06
1.53420e+03 1.56188e-04 1.35984e-04 1.75871e-04 1.64320e-04 1.35634e-04 2.08915e-04
3.17810e+03 2.74568e-08 2.40412e-08 3.33134e-08 3.02221e-08 2.35878e-08 3.81423e-08
1.38150e+03 3.67757e-04 3.30084e-04 4.13075e-04 4.06262e-04 3.20964e-04 5.08807e-04
1.02600e+03 3.19479e-03 2.86446e-03 3.53361e-03 3.49533e-03 2.80919e-03 4.43262e-03
4.21650e+02 3.59588e-01 3.45770e-01 3.84369e-01 4.29077e-01 3.18995e-01 5.61895e-01
1.55640e+03 1.33643e-04 1.22922e-04 1.54164e-04 1.45054e-04 1.17398e-04 1.85119e-04
2.02520e+03 1.00995e-05 8.91058e-06 1.25111e-05 1.10773e-05 9.01141e-06 1.42065e-05
2.27660e+03 2.81111e-06 2.44397e-06 3.32173e-06 2.98499e-06 2.32323e-06 3.69607e-06
2.65260e+03 3.83072e-07 3.28004e-07 4.64003e-07 3.99707e-07 3.22403e-07 5.30951e-07
1.27270e+03 6.92474e-04 6.10506e-04 7.81148e-04 7.31980e-04 5.95411e-04 9.40404e-04
6.62160e+02 4.14475e-02 3.85716e-02 4.48143e-02 4.59696e-02 3.66058e-02 5.95764e-02
5.56220e+02 9.89165e-02 9.35632e-02 1.07840e-01 1.15144e-01 8.73990e-02 1.46297e-01
1.32290e+03 5.02668e-04 4.53461e-04 5.87636e-04 5.60001e-04 4.51645e-04 7.18728e-04
1.71850e+03 5.53731e-05 4.76530e-05 6.38085e-05 5.85570e-05 4.76961e-05 7.67260e-05
5.92390e+02 7.12531e-02 6.76178e-02 7.64379e-02 8.33435e-02 6.46395e-02 1.06803e-01
1.02080e+03 3.15058e-03 2.84804e-03 3.54858e-03 3.58488e-03 2.83792e-03 4.59152e-03
1.30880e+03 5.52615e-04 5.08549e-04 6.16351e-04 6.16703e-04 4.84808e-04 7.62461e-04
5.95480e+02 7.08240e-02 6.74232e-02 7.57128e-02 8.09464e-02 6.30127e-02 1.02282e-01
1.01420e+03 3.44426e-03 3.10300e-03 3.89689e-03 3.64654e-03 3.03737e-03 4.78193e-03
1.01850e+03 3.33182e-03 2.92176e-03 3.72964e-03 3.63422e-03 2.85926e-03 4.60373e-03
3.27020e+02 1.05039e+00 1.02978e+00 1.12990e+00 1.27642e+00 9.36485e-01 1.72174e+00
3.34680e+02 9.67185e-01 9.28986e-01 1.00523e+00 1.17628e+00 8.65139e-01 1.52370e+00
3.12550e+02 1.29024e+00 1.22829e+00 1.31820e+00 1.52362e+00 1.17672e+00 2.06871e+00
1.23600e+03 8.57785e-04 7.82780e-04 9.46606e-04 9.30319e-04 7.64833e-04 1.18730e-03
2.01310e+03 1.12058e-05 9.92115e-06 1.33078e-05 1.20334e-05 9.49357e-06 1.50594e-05
9.09250e+02 6.53810e-03 5.88029e-03 7.60746e-03 7.45959e-03 6.06022e-03 9.66090e-03
1.36890e+03 3.89598e-04 3.44370e-04 4.49277e-04 4.21887e-04 3.36542e-04 5.45775e-04
1.92120e+03 1.82298e-05 1.57148e-05 2.16663e-05 2.04319e-05 1.58260e-05 2.48437e-05
1.38160e+03 3.72004e-04 3.22277e-04 4.14077e-04 3.90019e-04 3.16823e-04 5.09059e-04
2.23390e+03 3.47886e-06 2.96831e-06 4.05753e-06 3.71108e-06 2.98314e-06 4.88848e-06
2.39770e+03 1.43391e-06 1.24095e-06 1.74227e-06 1.55631e-06 1.24439e-06 2.06964e-06
2.07340e+03 8.36733e-06 6.95657e-06 9.36538e-06 8.67499e-06 6.80102e-06 1.14322e-05
1.90160e+03 2.04732e-05 1.77278e-05 2.39930e-05 2.24123e-05 1.74352e-05 2.81485e-05
1.04240e+03 2.86530e-03 2.57421e-03 3.15545e-03 3.08693e-03 2.46099e-03 4.00233e-03
8.37860e+02 1.08634e-02 9.82739e-03 1.22677e-02 1.19530e-02 9.91812e-03 1.56546e-02
4.09560e+02 4.07812e-01 3.88703e-01 4.34972e-01 4.89350e-01 3.57746e-01 6.28438e-01
4.14410e+02 3.91959e-01 3.67096e-01 4.05658e-01 4.65247e-01 3.53975e-01 6.05529e-01
9.12980e+02 6.44931e-03 5.90372e-03 7.38124e-03 7.29264e-03 6.03798e-03 8.91723e-03
2.46220e+03 1.03767e-06 9.18396e-07 1.25143e-06 1.09789e-06 8.80219e-07 1.46592e-06
2.97620e+02 1.53237e+00 1.51679e+00 1.61033e+00 1.90823e+00 1.36983e+00 2.51032e+00
1.72980e+03 5.27951e-05 4.51797e-05 5.88338e-05 5.69041e-05 4.29632e-05 7.11965e-05
9.59690e+02 4.75437e-03 4.35482e-03 5.29456e-03 5.32843e-03 4.22130e-03 6.95249e-03
1.36240e+03 3.97672e-04 3.63601e-04 4.54066e-04 4.47847e-04 3.60841e-04 5.75879e-04
1.66150e+03 7.54454e-05 6.50606e-05 8.76857e-05 8.12880e-05 6.34791e-05 1.02977e-04
4.52620e+02 2.63516e-01 2.48363e-01 2.80773e-01 3.03787e-01 2.36861e-01 3.99380e-01
2.19730e+03 4.16051e-06 3.69522e-06 5.07858e-06 4.48145e-06 3.54492e-06 5.76208e-06
6.70230e+02 3.82784e-02 3.43075e-02 4.21991e-02 4.29056e-02 3.42664e-02 5.60278e-02
1.89910e+03 2.03162e-05 1.80936e-05 2.46566e-05 2.23649e-05 1.74136e-05 2.92905e-05
4.25010e+02 3.52383e-01 3.24431e-01 3.74570e-01 4.07924e-01 3.10326e-01 5.33959e-01
1.59760e+03 1.08339e-04 9.41831e-05 1.25287e-04 1.17249e-04 9.16831e-05 1.44958e-04
1.75800e+03 4.41387e-05 3.95418e-05 5.23309e-05 4.85624e-05 3.62393e-05 6.12549e-05
4.34510e+02 3.18263e-01 2.93521e-01 3.31619e-01 3.69258e-01 2.71690e-01 4.78084e-01
8.53260e+02 9.87657e-03 8.98821e-03 1.08509e-02 1.10610e-02 8.75044e-03 1.37771e-02
1.39940e+03 3.31124e-04 2.88854e-04 3.81478e-04 3.64220e-04 2.95714e-04 4.59431e-04
1.04190e+03 2.88686e-03 2.48107e-03 3.17288e-03 3.16596e-03 2.48408e-03 3.96633e-03
3.26350e+03 1.87936e-08 1.54607e-08 2.23106e-08 1.93775e-08 1.56360e-08 2.51640e-08
1.97150e+03 1.41300e-05 1.22566e-05 1.63921e-05 1.47710e-05 1.17809e-05 1.91308e-05
1.15510e+03 1.41362e-03 1.23523e-03 1.50898e-03 1.54009e-03 1.23897e-03 2.00022e-03
2.46170e+03 1.03729e-06 8.93390e-07 1.22671e-06 1.09416e-06 8.84471e-07 1.45674e-06
2.10050e+03 7.04656e-06 6.16779e-06 8.19624e-06 7.54881e-06 6.03671e-06 9.88452e-06
9.52360e+02 5.14251e-03 4.68584e-03 5.48330e-03 5.55044e-03 4.25731e-03 6.98916e-03
1.26360e+03 7.19147e-04 6.55124e-04 8.12736e-04 7.65196e-04 6.52111e-04 9.93926e-04
2.78860e+03 1.93540e-07 1.63191e-07 2.28258e-07 1.98869e-07 1.65160e-07 2.64597e-07
3.22870e+03 2.19744e-08 1.84431e-08 2.59927e-08 2.33018e-08 1.86800e-08 2.99214e-08
5.74390e+02 8.60893e-02 7.68065e-02 9.02597e-02 9.52564e-02 7.40012e-02 1.23645e-01
1.49590e+03 1.89420e-04 1.69136e-04 2.16335e-04 2.02666e-04 1.70947e-04 2.62543e-04
5.87500e+02 7.62434e-02 7.06762e-02 7.99553e-02 8.73447e-02 6.79756e-02 1.12763e-01
1.87310e+03 2.31211e-05 2.08918e-05 2.76693e-05 2.50906e-05 1.99522e-05 3.25568e-05
1.82860e+03 3.01290e-05 2.62395e-05 3.57152e-05 3.32449e-05 2.55393e-05 4.07453e-05
1.13810e+03 1.62993e-03 1.43949e-03 1.77190e-03 1.70394e-03 1.36255e-03 2.20199e-03
7.52580e+02 2.03761e-02 1.85792e-02 2.24998e-02 2.22562e-02 1.86306e-02 2.86496e-02
1.11830e+03 1.71522e-03 1.57651e-03 2.02675e-03 1.90679e-03 1.57593e-03 2.42760e-03
1.18690e+03 1.13042e-03 1.03490e-03 1.26882e-03 1.23656e-03 9.89698e-04 1.60775e-03
2.12140e+03 6.30471e-06 5.54386e-06 7.36204e-06 6.80997e-06 5.21128e-06 8.58772e-06
2.25130e+03 3.20046e-06 2.74717e-06 3.71834e-06 3.43763e-06 2.66373e-06 4.41951e-06
2.04900e+03 9.31383e-06 7.90890e-06 1.10016e-05 9.90423e-06 7.76819e-06 1.28425e-05
1.25430e+03 7.73295e-04 7.06804e-04 8.59884e-04 8.29446e-04 6.55202e-04 1.09825e-03
2.43800e+03 1.19226e-06 1.00633e-06 1.40875e-06 1.23104e-06 9.78130e-07 1.61887e-06
1.42500e+03 2.85313e-04 2.51315e-04 3.27385e-04 3.13198e-04 2.46601e-04 3.80556e-04
2.68980e+02 2.32669e+00 2.24693e+00 2.39736e+00 2.90943e+00 2.05865e+00 3.77483e+00
6.05020e+02 6.55117e-02 6.08043e-02 6.93727e-02 7.65696e-02 5.71358e-02 9.50181e-02
3.02950e+03 5.60904e-08 4.87837e-08 6.98905e-08 6.10674e-08 4.84605e-08 7.92675e-08
5.70760e+02 8.62198e-02 8.12918e-02 9.45088e-02 1.01264e-01 7.72397e-02 1.29144e-01
1.20240e+03 1.04334e-03 9.39273e-04 1.16033e-03 1.14810e-03 9.24399e-04 1.43178e-03
3.16900e+03 2.86665e-08 2.40975e-08 3.55841e-08 3.07100e-08 2.47435e-08 4.02804e-08
1.12840e+03 1.68309e-03 1.46430e-03 1.84820e-03 1.83909e-03 1.47446e-03 2.34092e-03
6.01300e+02 6.58225e-02 6.19993e-02 7.18793e-02 7.68132e-02 5.99192e-02 9.88881e-02
1.54920e+03 1.42052e-04 1.24073e-04 1.64537e-04 1.50626e-04 1.26345e-04 1.94032e-04
1.31900e+03 5.17501e-04 4.79533e-04 5.90332e-04 5.63468e-04 4.40767e-04 7.36558e-04
8.96560e+02 7.47995e-03 6.97358e-03 8.21912e-03 8.49918e-03 6.39852e-03 1.04172e-02
6.41330e+02 4.82556e-02 4.35391e-02 5.07996e-02 5.71728e-02 4.29419e-02 7.14888e-02
9.58820e+02 4.94032e-03 4.29833e-03 5.36764e-03 5.46470e-03 4.41807e-03 6.84387e-03
1.18260e+03 1.19336e-03 1.03943e-03 1.33962e-03 1.29208e-03 1.03712e-03 1.64769e-03
9.75520e+02 4.16329e-03 3.97636e-03 4.95392e-03 4.92137e-03 3.92614e-03 6.30995e-03
1.75620e+03 4.64216e-05 3.91631e-05 5.14373e-05 4.74767e-05 3.81055e-05 6.24576e-05
3.75500e+02 6.04611e-01 5.67119e-01 6.22704e-01 7.11817e-01 5.33153e-01 9.40151e-01
1.73550e+03 5.00347e-05 4.40908e-05 5.83321e-05 5.41063e-05 4.27243e-05 6.74301e-05
4.96100e+02 1.73562e-01 1.57693e-01 1.82954e-01 1.95262e-01 1.56013e-01 2.56306e-01
7.73330e+02 1.79828e-02 1.59560e-02 1.93565e-02 2.01950e-02 1.56603e-02 2.53927e-02
1.94500e+03 1.59445e-05 1.41841e-05 1.88449e-05 1.75507e-05 1.37046e-05 2.26502e-05
5.40240e+02 1.15635e-01 1.06948e-01 1.22854e-01 1.34402e-01 1.01912e-01 1.70707e-01
1.81910e+03 3.18448e-05 2.76709e-05 3.81017e-05 3.36136e-05 2.74553e-05 4.29708e-05
7.98930e+02 1.48150e-02 1.36339e-02 1.59130e-02 1.68601e-02 1.24264e-02 2.05644e-02
9.41950e+02 5.52102e-03 4.87414e-03 6.06763e-03 6.13054e-03 4.85046e-03 7.54173e-03
1.49470e+03 1.89194e-04 1.72108e-04 2.26379e-04 2.06298e-04 1.62785e-04 2.62459e-04
4.59040e+02 2.44581e-01 2.29945e-01 2.62995e-01 2.96282e-01 2.22235e-01 3.77965e-01
9.24580e+02 5.94721e-03 5.65256e-03 6.61374e-03 7.11146e-03 5.33697e-03 8.94801e-03
2.37070e+03 1.71614e-06 1.46812e-06 2.00645e-06 1.79811e-06 1.38559e-06 2.26910e-06
2.94420e+03 8.72572e-08 7.46081e-08 1.05186e-07 9.48091e-08 7.03669e-08 1.17808e-07
1.46130e+03 2.34092e-04 2.04762e-04 2.61756e-04 2.54601e-04 1.98293e-04 3.12196e-04
2.56960e+03 6.00217e-07 5.15423e-07 7.16647e-07 6.30678e-07 4.69334e-07 8.02266e-07
8.61850e+02 9.24534e-03 8.88285e-03 1.03834e-02 1.04157e-02 8.43356e-03 1.31614e-02
7.47810e+02 2.11094e-02 1.96616e-02 2.31120e-02 2.34308e-02 1.84173e-02 3.00780e-02
8.60900e+02 9.65587e-03 8.50634e-03 1.04918e-02 1.06892e-02 8.37661e-03 1.34585e-02
1.40010e+03 3.24303e-04 2.84467e-04 3.76400e-04 3.60126e-04 2.89561e-04 4.45177e-04
1.25010e+03 7.70378e-04 6.96980e-04 8.92916e-04 8.71759e-04 6.77744e-04 1.09377e-03
2.72460e+03 2.65852e-07 2.26266e-07 3.17608e-07 2.84861e-07 2.20222e-07 3.63677e-07
2.00080e+03 1.18080e-05 1.03783e-05 1.42084e-05 1.25743e-05 1.00690e-05 1.63841e-05
3.23230e+03 2.15600e-08 1.79025e-08 2.56443e-08 2.30614e-08 1.82657e-08 2.95322e-08
1.36430e+03 4.08913e-04 3.55922e-04 4.58035e-04 4.48924e-04 3.52622e-04 5.68375e-04
2.60700e+03 4.91932e-07 4.11913e-07 5.76520e-07 5.18014e-07 4.15815e-07 6.77983e-07
1.68230e+03 6.72871e-05 5.82685e-05 7.89813e-05 7.18101e-05 5.81558e-05 9.36856e-05
2.08960e+03 7.40671e-06 6.40204e-06 8.74233e-06 8.20458e-06 6.21777e-06 1.03147e-05
7.62000e+02 1.89761e-02 1.75547e-02 2.02953e-02 2.17948e-02 1.79654e-02 2.72024e-02
5.42180e+02 1.10637e-01 1.05186e-01 1.19936e-01 1.32263e-01 1.01244e-01 1.65194e-01
8.04010e+02 1.37513e-02 1.34345e-02 1.51721e-02 1.60483e-02 1.23542e-02 1.97846e-02
2.35920e+03 1.78027e-06 1.56504e-06 2.12135e-06 1.92463e-06 1.45453e-06 2.39957e-06
2.06160e+02 6.40432e+00 6.31649e+00 6.45558e+00 8.47881e+00 5.66062e+00 1.10557e+01
3.39540e+02 9.10296e-01 8.85516e-01 9.50678e-01 1.13598e+00 8.14702e-01 1.44192e+00
1.32760e+03 4.94164e-04 4.43853e-04 5.65301e-04 5.27046e-04 4.25075e-04 6.88759e-04
1.52820e+03 1.56321e-04 1.44182e-04 1.81181e-04 1.76066e-04 1.39110e-04 2.18191e-04
9.32250e+02 5.66206e-03 5.24708e-03 6.51638e-03 6.43522e-03 5.03323e-03 8.14671e-03
1.68630e+03 6.58065e-05 5.70880e-05 7.55775e-05 7.11263e-05 5.66899e-05 9.27880e-05
1.02670e+03 3.09190e-03 2.95910e-03 3.47696e-03 3.42884e-03 2.71544e-03 4.43741e-03
1.71050e+03 5.65981e-05 4.93989e-05 6.63773e-05 6.17087e-05 4.83601e-05 8.15180e-05
2.08500e+03 7.65892e-06 6.75565e-06 9.27380e-06 8.26275e-06 6.39224e-06 1.03485e-05
7.86360e+02 1.59422e-02 1.44797e-02 1.72690e-02 1.82762e-02 1.41888e-02 2.31683e-02
7.89890e+02 1.56594e-02 1.47095e-02 1.72641e-02 1.72175e-02 1.34401e-02 2.29847e-02
1.84780e+03 2.74484e-05 2.41029e-05 3.22025e-05 3.00024e-05 2.31623e-05 3.77349e-05
3.88470e+02 5.13244e-01 4.83234e-01 5.52521e-01 6.29561e-01 4.57182e-01 7.93810e-01
2.41760e+03 1.32009e-06 1.11302e-06 1.56285e-06 1.42433e-06 1.10954e-06 1.82499e-06
8.74470e+02 8.59137e-03 8.01625e-03 9.54255e-03 9.86397e-03 7.57516e-03 1.24683e-02
8.16530e+02 1.29945e-02 1.15651e-02 1.36764e-02 1.45962e-02 1.13017e-02 1.82916e-02
8.40060e+02 1.11229e-02 9.80631e-03 1.22296e-02 1.19636e-02 9.82122e-03 1.55385e-02
1.77860e+03 3.99263e-05 3.38410e-05 4.68942e-05 4.11997e-05 3.39515e-05 5.48155e-05
4.53590e+02 2.57132e-01 2.42872e-01 2.75998e-01 3.05601e-01 2.38807e-01 3.83107e-01
1.94990e+03 1.54258e-05 1.39899e-05 1.84998e-05 1.64915e-05 1.35833e-05 2.13363e-05
1.75850e+03 4.43281e-05 3.95493e-05 5.13752e-05 4.78414e-05 3.73120e-05 6.24119e-05
1.56220e+03 1.30882e-04 1.16593e-04 1.50210e-04 1.40283e-04 1.12078e-04 1.82182e-04
6.94460e+02 3.13997e-02 2.90468e-02 3.54113e-02 3.57811e-02 2.89867e-02 4.47022e-02
5.03460e+02 1.60996e-01 1.50558e-01 1.72343e-01 1.87800e-01 1.39719e-01 2.38686e-01
8.41640e+02 1.09996e-02 9.49360e-03 1.21178e-02 1.27117e-02 9.51845e-03 1.51049e-02
7.49890e+02 2.12514e-02 1.92005e-02 2.26980e-02 2.41616e-02 1.87855e-02 3.08763e-02
3.09040e+03 4.26204e-08 3.55372e-08 5.04643e-08 4.43846e-08 3.53281e-08 5.87106e-08
2.27630e+03 2.80511e-06 2.41522e-06 3.23094e-06 2.94350e-06 2.28850e-06 3.85394e-06
2.62870e+03 4.45735e-07 3.79908e-07 5.36756e-07 4.66377e-07 3.64255e-07 6.22251e-07
1.81140e+03 3.36848e-05 2.88000e-05 3.89730e-05 3.56171e-05 2.82431e-05 4.66344e-05
7.56330e+02 2.08680e-02 1.79061e-02 2.20781e-02 2.22422e-02 1.82576e-02 2.86068e-02
1.09150e+03 2.05364e-03 1.85517e-03 2.33355e-03 2.31069e-03 1.87068e-03 2.89477e-03
2.58940e+03 5.29114e-07 4.52475e-07 6.25301e-07 5.62483e-07 4.36315e-07 7.30247e-07
1.21130e+03 9.80811e-04 8.92009e-04 1.09226e-03 1.06082e-03 8.91490e-04 1.41077e-03
7.19310e+02 2.57526e-02 2.43938e-02 2.76347e-02 3.08010e-02 2.27719e-02 3.71201e-02
4.47910e+02 2.73634e-01 2.56170e-01 2.90699e-01 3.27585e-01 2.36549e-01 4.21258e-01
1.12980e+03 1.62524e-03 1.48256e-03 1.83159e-03 1.82461e-03 1.39690e-03 2.26916e-03
2.38900e+03 1.54311e-06 1.31058e-06 1.80005e-06 1.58774e-06 1.28927e-06 2.09060e-06
1.01730e+03 3.26010e-03 2.96672e-03 3.65055e-03 3.64053e-03 2.95651e-03 4.53002e-03
1.20290e+03 1.01555e-03 9.29846e-04 1.19740e-03 1.15363e-03 9.08742e-04 1.41543e-03
8.87440e+02 7.78068e-03 7.30950e-03 8.64298e-03 8.69538e-03 7.05185e-03 1.12991e-02
1.07850e+03 2.22719e-03 2.07344e-03 2.45968e-03 2.57116e-03 2.02541e-03 3.11055e-03
1.41200e+03 2.99518e-04 2.72975e-04 3.49877e-04 3.40011e-04 2.58026e-04 4.22649e-04
1.46720e+03 2.18958e-04 1.99920e-04 2.50073e-04 2.40719e-04 1.94537e-04 3.13178e-04
9.55600e+02 5.05064e-03 4.73583e-03 5.52513e-03 5.46769e-03 4.40140e-03 6.92520e-03
6.36410e+02 5.01751e-02 4.76594e-02 5.47034e-02 5.92198e-02 4.60328e-02 7.14434e-02
5.43170e+02 1.11060e-01 1.04358e-01 1.19174e-01 1.30162e-01 1.01368e-01 1.65711e-01
2.53200e+03 7.25678e-07 6.20672e-07 8.79408e-07 7.62773e-07 5.87617e-07 9.83543e-07
1.49040e+03 1.95618e-04 1.75459e-04 2.26065e-04 2.16506e-04 1.67844e-04 2.76013e-04
9.76810e+02 4.36470e-03 3.85797e-03 4.81626e-03 4.84646e-03 3.70332e-03 6.04390e-03
4.92520e+02 1.76163e-01 1.67160e-01 1.91116e-01 2.10979e-01 1.60481e-01 2.64938e-01
2.13730e+03 5.96358e-06 5.01857e-06 6.79605e-06 6.01406e-06 4.81455e-06 8.03458e-06
7.05010e+02 2.91409e-02 2.72593e-02 3.18969e-02 3.34402e-02 2.57638e-02 4.24322e-02
1.17080e+03 1.28785e-03 1.13814e-03 1.40648e-03 1.35392e-03 1.11452e-03 1.73491e-03
2.68160e+02 2.36981e+00 2.27907e+00 2.41877e+00 2.98683e+00 2.12359e+00 3.88707e+00
9.78500e+02 4.28182e-03 3.91007e-03 4.63114e-03 4.79949e-03 3.74548e-03 5.91616e-03
8.68760e+02 8.94927e-03 8.21384e-03 9.80753e-03 1.02328e-02 7.91144e-03 1.32542e-02
1.05830e+03 2.61943e-03 2.33753e-03 2.87887e-03 2.76150e-03 2.21083e-03 3.58552e-03
7.57670e+02 1.91747e-02 1.77371e-02 2.10106e-02 2.20442e-02 1.72741e-02 2.95196e-02
6.05220e+02 6.48009e-02 6.06308e-02 7.00288e-02 7.32508e-02 5.81390e-02 9.70215e-02
1.70740e+03 5.88379e-05 5.12646e-05 6.70472e-05 6.57668e-05 5.04306e-05 8.33350e-05
8.53830e+02 9.61741e-03 8.81207e-03 1.07669e-02 1.09869e-02 8.48776e-03 1.43647e-02
6.76550e+02 3.70041e-02 3.37149e-02 4.13307e-02 4.30040e-02 3.20969e-02 5.26774e-02
5.27440e+02 1.29446e-01 1.19007e-01 1.37315e-01 1.49804e-01 1.19039e-01 1.88325e-01
2.30980e+03 2.32447e-06 2.00776e-06 2.75956e-06 2.51315e-06 1.95295e-06 3.18831e-06
1.65980e+03 7.59665e-05 6.66400e-05 8.81474e-05 8.24138e-05 6.53616e-05 1.07508e-04
1.38480e+03 3.57019e-04 3.26905e-04 4.07224e-04 3.90158e-04 2.99420e-04 5.17163e-04
1.62070e+03 9.56729e-05 8.22750e-05 1.07240e-04 9.93353e-05 8.02217e-05 1.30973e-04
3.46650e+02 8.31841e-01 8.08647e-01 8.82552e-01 1.00000e+00 7.40055e-01 1.31711e+00
1.31090e+03 5.68552e-04 4.99817e-04 6.37573e-04 5.99013e-04 4.80453e-04 7.73444e-04
1.20980e+03 9.90587e-04 9.18012e-04 1.08766e-03 1.11308e-03 8.82706e-04 1.41970e-03
1.94470e+03 1.60467e-05 1.42452e-05 1.87978e-05 1.73169e-05 1.36685e-05 2.21214e-05
7.16060e+02 2.77571e-02 2.40993e-02 2.88699e-02 3.05893e-02 2.41798e-02 3.79787e-02
1.43810e+03 2.60114e-04 2.35412e-04 2.93276e-04 2.82786e-04 2.22888e-04 3.74412e-04
7.75780e+02 1.77748e-02 1.55832e-02 1.89434e-02 1.93982e-02 1.49878e-02 2.43103e-02
6.91360e+02 3.21412e-02 3.01646e-02 3.57160e-02 3.78664e-02 2.93640e-02 4.83857e-02
9.56580e+02 4.89730e-03 4.50698e-03 5.48332e-03 5.37888e-03 4.35734e-03 6.95931e-03
2.89130e+02 1.73651e+00 1.68308e+00 1.80133e+00 2.10865e+00 1.55136e+00 2.86698e+00
8.39000e+02 1.14098e-02 1.02075e-02 1.22372e-02 1.23402e-02 9.69819e-03 1.53872e-02
1.97130e+03 1.40959e-05 1.20631e-05 1.64566e-05 1.49888e-05 1.21255e-05 1.95627e-05
1.52630e+03 1.59676e-04 1.40440e-04 1.87150e-04 1.73031e-04 1.38639e-04 2.24385e-04
9.96170e+02 3.80971e-03 3.48196e-03 4.25058e-03 4.18235e-03 3.31532e-03 5.39492e-03
3.11100e+03 3.75980e-08 3.13770e-08 4.65960e-08 4.19018e-08 3.28538e-08 5.32421e-08
8.29100e+02 1.15109e-02 1.09101e-02 1.26067e-02 1.32046e-02 1.07887e-02 1.65540e-02
2.34120e+02 3.94819e+00 3.88692e+00 4.05126e+00 5.01752e+00 3.57292e+00 6.79482e+00
1.40900e+03 3.15660e-04 2.75857e-04 3.65422e-04 3.44879e-04 2.71554e-04 4.49462e-04
2.68790e+03 3.23281e-07 2.81057e-07 3.91681e-07 3.33987e-07 2.64215e-07 4.46645e-07
2.17470e+03 4.78459e-06 4.18141e-06 5.61195e-06 5.13746e-06 4.08921e-06 6.81596e-06
3.02210e+03 5.83067e-08 4.99540e-08 7.14661e-08 6.33853e-08 4.94372e-08 8.10225e-08
1.58820e+03 1.15357e-04 9.88550e-05 1.31511e-04 1.22460e-04 9.49660e-05 1.52794e-04
3.16660e+03 2.94653e-08 2.49095e-08 3.48417e-08 3.09087e-08 2.47589e-08 4.09717e-08
9.97710e+02 3.67159e-03 3.47767e-03 4.22563e-03 4.15551e-03 3.28974e-03 5.16793e-03
1.83330e+03 2.89683e-05 2.59428e-05 3.35149e-05 3.18542e-05 2.53994e-05 4.16828e-05
1.72080e+03 5.51336e-05 4.73371e-05 6.38803e-05 5.95021e-05 4.60063e-05 7.50915e-05
2.78240e+02 2.01779e+00 1.97041e+00 2.08214e+00 2.57420e+00 1.79529e+00 3.33123e+00
5.79960e+02 8.10521e-02 7.48424e-02 8.81066e-02 9.35572e-02 7.26864e-02 1.19059e-01
2.24410e+03 3.30756e-06 2.83669e-06 3.88859e-06 3.40870e-06 2.76437e-06 4.50916e-06
2.13770e+03 5.81972e-06 5.04177e-06 6.66825e-06 6.15075e-06 4.84290e-06 7.85050e-06
2.52140e+03 7.68470e-07 6.45445e-07 9.18652e-07 8.24991e-07 6.32107e-07 1.07424e-06
1.02500e+03 3.16551e-03 2.86372e-03 3.48784e-03 3.48767e-03 2.66802e-03 4.46123e-03
2.71440e+03 2.80712e-07 2.42767e-07 3.37624e-07 3.01221e-07 2.37888e-07 3.87957e-07
6.05530e+02 6.47840e-02 6.07719e-02 7.08875e-02 7.52435e-02 5.94280e-02 9.91073e-02
2.06890e+03 8.42474e-06 6.96369e-06 9.61029e-06 9.06262e-06 6.67427e-06 1.14414e-05
1.39730e+03 3.36704e-04 2.96225e-04 3.86520e-04 3.64964e-04 2.87908e-04 4.60992e-04
1.57860e+03 1.20262e-04 1.05126e-04 1.38040e-04 1.23651e-04 1.00275e-04 1.65013e-04
1.10790e+03 1.87071e-03 1.66375e-03 2.12313e-03 2.04992e-03 1.62909e-03 2.63798e-03
2.30380e+03 2.41076e-06 2.08449e-06 2.81383e-06 2.48305e-06 1.97175e-06 3.19711e-06
4.71680e+02 2.16170e-01 2.04229e-01 2.31955e-01 2.58685e-01 1.95155e-01 3.31883e-01
2.40690e+03 1.40253e-06 1.19433e-06 1.67975e-06 1.49062e-06 1.13105e-06 1.91095e-06
2.19620e+03 4.18928e-06 3.69860e-06 5.04260e-06 4.59672e-06 3.52570e-06 5.67970e-06
1.93490e+03 1.74364e-05 1.47954e-05 2.00405e-05 1.84510e-05 1.45347e-05 2.36197e-05
5.41040e+02 1.15987e-01 1.08004e-01 1.22283e-01 1.33323e-01 1.01465e-01 1.68483e-01
6.03650e+02 6.76622e-02 6.24711e-02 7.17843e-02 7.64805e-02 5.90579e-02 9.60139e-02
1.69270e+03 6.27375e-05 5.51360e-05 7.38884e-05 6.71620e-05 5.47905e-05 8.63745e-05
3.67980e+02 6.48209e-01 6.19815e-01 6.84567e-01 7.98757e-01 5.70044e-01 1.00988e+00
7.31560e+02 2.36816e-02 2.16668e-02 2.59080e-02 2.73055e-02 2.14010e-02 3.55415e-02
