masses    LO_data    NLO_data
3.40000e+02 2.37838e+00 2.82584e+00
1.40000e+02 6.78762e+01 8.59938e+01
1.80000e+02 2.81777e+01 3.44549e+01
3.00000e+02 3.97117e+00 4.74331e+00
3.80000e+02 1.48050e+00 1.77009e+00
1.40000e+02 6.92498e+01 8.65707e+01
1.60000e+02 4.25949e+01 5.26430e+01
2.80000e+02 5.21590e+00 6.35146e+00
3.60000e+02 1.85610e+00 2.20392e+00
1.40000e+02 6.80854e+01 8.58690e+01
1.80000e+02 2.81580e+01 3.44010e+01
2.80000e+02 5.25188e+00 6.26984e+00
3.80000e+02 1.47420e+00 1.76767e+00
1.40000e+02 6.81113e+01 8.36931e+01
1.80000e+02 2.79082e+01 3.44986e+01
2.80000e+02 5.20730e+00 6.31799e+00
3.80000e+02 1.48090e+00 1.74795e+00
1.40000e+02 6.96234e+01 8.64058e+01
1.80000e+02 2.80765e+01 3.53678e+01
2.80000e+02 5.27750e+00 6.39268e+00
3.80000e+02 1.45008e+00 1.74622e+00
1.00000e+02 2.21648e+02 2.81167e+02
2.40000e+02 9.53814e+00 1.15316e+01
3.40000e+02 2.34092e+00 2.83186e+00
8.00000e+01 4.78579e+02 6.23975e+02
2.40000e+02 9.46358e+00 1.16799e+01
3.40000e+02 2.35161e+00 2.78324e+00
8.00000e+01 4.88633e+02 6.24238e+02
2.40000e+02 9.66908e+00 1.17198e+01
3.40000e+02 2.35459e+00 2.83677e+00
6.00000e+01 1.37444e+03 1.82233e+03
1.60000e+02 4.30629e+01 5.30827e+01
2.60000e+02 7.01330e+00 8.39033e+00
3.60000e+02 1.86275e+00 2.20513e+00
6.00000e+01 1.37580e+03 1.78532e+03
1.60000e+02 4.28086e+01 5.32806e+01
2.60000e+02 6.77981e+00 8.41564e+00
3.60000e+02 1.86656e+00 2.18882e+00
6.00000e+01 1.35565e+03 1.77447e+03
2.00000e+02 1.90116e+01 2.30171e+01
3.00000e+02 3.98199e+00 4.71698e+00
4.00000e+02 1.16669e+00 1.41563e+00
1.40000e+02 6.88536e+01 8.71369e+01
2.20000e+02 1.31477e+01 1.62055e+01
3.00000e+02 3.95103e+00 4.71419e+00
4.00000e+02 1.17662e+00 1.39590e+00
1.00000e+02 2.24564e+02 2.81907e+02
2.40000e+02 9.42958e+00 1.15795e+01
3.40000e+02 2.37916e+00 2.77157e+00
1.00000e+02 2.18460e+02 2.77141e+02
2.40000e+02 9.58053e+00 1.14859e+01
3.40000e+02 2.36696e+00 2.84502e+00
6.00000e+01 1.39517e+03 1.81221e+03
2.40000e+02 9.79082e+00 1.14982e+01
3.40000e+02 2.38582e+00 2.84801e+00
8.00000e+01 4.78406e+02 6.18631e+02
2.40000e+02 9.44664e+00 1.16802e+01
3.40000e+02 2.38081e+00 2.85969e+00
8.00000e+01 4.74132e+02 6.27620e+02
2.00000e+02 1.88084e+01 2.34543e+01
3.00000e+02 3.93943e+00 4.75187e+00
4.00000e+02 1.17213e+00 1.39906e+00
6.00000e+01 1.36689e+03 1.73093e+03
2.40000e+02 9.65703e+00 1.16070e+01
3.20000e+02 3.06137e+00 3.64265e+00
