masses     LO_data     LO_up     LO_down     NLO_data     NLO_up     NLO_down
1.72090e+03 1.29183e-04 1.14831e-04 1.48537e-04 1.41738e-04 1.07019e-04 1.81599e-04
2.75610e+03 5.06683e-07 4.31981e-07 6.00625e-07 5.26493e-07 4.21837e-07 7.16344e-07
2.63000e+03 9.95111e-07 8.15579e-07 1.18022e-06 1.01876e-06 8.07973e-07 1.34317e-06
2.85270e+03 3.07409e-07 2.63073e-07 3.66557e-07 3.23438e-07 2.51874e-07 4.25405e-07
3.11240e+03 8.87733e-08 7.27523e-08 1.02061e-07 9.08694e-08 7.17591e-08 1.18210e-07
1.89070e+03 5.16443e-05 4.53503e-05 5.87856e-05 5.35694e-05 4.15420e-05 6.95713e-05
6.72770e+02 9.56568e-02 8.94404e-02 1.03698e-01 1.08811e-01 8.31405e-02 1.42266e-01
3.48490e+03 1.56454e-08 1.27090e-08 1.87364e-08 1.66411e-08 1.31322e-08 2.12124e-08
1.32660e+03 1.28662e-03 1.09986e-03 1.38073e-03 1.33073e-03 1.02025e-03 1.64831e-03
2.41120e+03 3.10402e-06 2.64662e-06 3.65173e-06 3.23262e-06 2.58069e-06 4.25138e-06
1.40150e+03 8.12104e-04 7.29520e-04 9.02031e-04 8.34582e-04 6.72407e-04 1.07235e-03
1.37360e+03 9.32604e-04 8.19613e-04 1.06413e-03 9.89757e-04 8.40381e-04 1.28004e-03
2.22330e+03 8.25386e-06 7.29712e-06 9.96577e-06 8.83789e-06 6.67335e-06 1.13438e-05
1.62630e+03 2.23498e-04 1.93125e-04 2.52843e-04 2.37513e-04 1.83259e-04 2.98046e-04
8.66130e+02 2.36274e-02 2.05969e-02 2.58868e-02 2.48694e-02 2.06775e-02 3.29608e-02
1.57530e+03 3.04458e-04 2.57063e-04 3.38954e-04 3.23659e-04 2.46005e-04 4.00147e-04
1.51340e+03 4.25432e-04 3.74707e-04 4.92020e-04 4.49348e-04 3.49597e-04 5.74626e-04
2.80140e+03 3.95223e-07 3.43047e-07 4.74632e-07 4.27018e-07 3.30620e-07 5.57141e-07
2.99890e+03 1.45913e-07 1.28472e-07 1.75748e-07 1.52974e-07 1.22503e-07 2.06447e-07
2.30930e+03 5.44166e-06 4.53712e-06 6.43006e-06 5.52379e-06 4.45797e-06 7.30546e-06
1.43680e+03 6.27943e-04 5.73608e-04 7.20076e-04 6.87175e-04 5.39781e-04 8.95788e-04
2.06390e+03 2.03519e-05 1.74026e-05 2.37698e-05 2.11948e-05 1.63034e-05 2.72407e-05
1.41820e+03 7.27440e-04 6.40557e-04 8.23603e-04 7.83393e-04 6.12873e-04 9.81082e-04
7.31780e+02 6.15745e-02 5.65226e-02 6.62301e-02 6.81634e-02 5.28165e-02 8.88422e-02
3.28700e+03 3.74809e-08 3.15507e-08 4.51762e-08 4.04129e-08 3.24125e-08 5.07695e-08
1.06520e+03 6.14666e-03 5.24705e-03 6.83549e-03 6.55385e-03 5.29379e-03 8.33026e-03
1.89550e+03 4.83668e-05 4.33952e-05 5.68394e-05 5.24917e-05 4.18165e-05 6.57260e-05
1.58420e+03 2.81605e-04 2.48427e-04 3.22272e-04 3.00806e-04 2.31344e-04 3.90630e-04
8.43540e+02 2.64645e-02 2.47866e-02 2.89594e-02 2.96156e-02 2.41369e-02 3.87609e-02
4.90750e+02 4.67333e-01 4.48190e-01 4.95102e-01 5.51541e-01 4.00102e-01 7.01204e-01
7.34620e+02 6.14681e-02 5.57939e-02 6.33659e-02 6.92476e-02 5.08555e-02 8.58213e-02
9.39270e+02 1.39664e-02 1.27758e-02 1.55153e-02 1.55763e-02 1.20767e-02 1.97534e-02
3.11290e+03 8.44121e-08 7.21141e-08 1.04765e-07 9.19119e-08 7.01511e-08 1.16357e-07
1.46050e+03 5.63397e-04 5.12672e-04 6.69514e-04 5.95003e-04 4.77346e-04 7.88810e-04
6.59620e+02 1.06676e-01 9.93552e-02 1.16121e-01 1.22289e-01 9.49122e-02 1.56269e-01
3.46990e+03 1.60949e-08 1.36502e-08 2.04579e-08 1.78323e-08 1.46306e-08 2.33430e-08
3.18970e+03 5.85923e-08 5.09685e-08 7.06728e-08 6.21854e-08 4.91475e-08 8.07653e-08
2.91420e+02 4.44822e+00 4.22953e+00 4.63968e+00 5.60555e+00 3.77649e+00 7.31303e+00
3.14740e+03 7.13927e-08 6.01758e-08 8.56070e-08 7.78206e-08 6.19753e-08 9.63533e-08
3.26720e+03 4.01865e-08 3.53427e-08 4.85772e-08 4.48407e-08 3.47371e-08 5.63146e-08
2.42740e+03 2.81186e-06 2.45046e-06 3.37140e-06 3.03082e-06 2.30628e-06 3.88991e-06
3.82160e+02 1.43594e+00 1.37704e+00 1.51380e+00 1.72437e+00 1.26515e+00 2.29048e+00
9.59030e+02 1.22989e-02 1.10892e-02 1.36464e-02 1.31582e-02 1.06873e-02 1.65076e-02
2.44430e+03 2.66584e-06 2.20561e-06 3.10913e-06 2.80209e-06 2.11260e-06 3.59339e-06
2.89250e+02 4.55886e+00 4.41668e+00 4.72383e+00 5.67821e+00 4.07927e+00 7.68361e+00
1.17860e+03 3.04389e-03 2.65200e-03 3.41307e-03 3.17519e-03 2.55043e-03 4.20889e-03
2.64870e+03 8.86682e-07 7.50776e-07 1.03840e-06 9.40727e-07 7.26949e-07 1.21737e-06
1.71040e+03 1.38804e-04 1.15609e-04 1.58080e-04 1.43958e-04 1.16082e-04 1.84986e-04
2.49280e+03 2.04591e-06 1.70242e-06 2.41552e-06 2.11603e-06 1.64725e-06 2.77460e-06
2.14240e+03 1.29587e-05 1.12989e-05 1.49996e-05 1.40155e-05 1.01615e-05 1.76426e-05
2.87470e+03 2.77428e-07 2.38628e-07 3.31617e-07 2.94944e-07 2.26723e-07 3.82224e-07
2.60520e+03 1.09796e-06 9.47384e-07 1.35995e-06 1.17253e-06 9.09848e-07 1.51375e-06
2.86080e+03 2.93398e-07 2.47668e-07 3.65718e-07 3.04886e-07 2.41084e-07 4.05541e-07
1.65710e+03 1.90728e-04 1.64084e-04 2.15079e-04 1.94562e-04 1.50236e-04 2.53482e-04
1.15930e+03 3.41684e-03 3.01472e-03 3.74701e-03 3.64628e-03 2.91857e-03 4.68356e-03
1.13110e+03 4.06814e-03 3.65959e-03 4.49368e-03 4.41218e-03 3.34960e-03 5.62044e-03
2.48400e+03 2.13557e-06 1.76976e-06 2.54531e-06 2.23528e-06 1.74761e-06 2.87242e-06
3.09750e+03 9.25074e-08 7.63441e-08 1.09721e-07 9.99864e-08 7.64665e-08 1.29303e-07
2.69450e+03 6.99325e-07 5.98403e-07 8.25317e-07 7.37112e-07 5.75193e-07 9.72724e-07
2.27190e+03 6.56140e-06 5.58248e-06 7.53441e-06 6.77714e-06 5.30628e-06 8.90151e-06
1.23470e+03 2.14105e-03 1.91427e-03 2.45938e-03 2.33739e-03 1.82832e-03 3.02084e-03
3.32250e+02 2.62313e+00 2.49044e+00 2.72158e+00 3.18723e+00 2.27300e+00 4.16948e+00
1.31560e+03 1.33231e-03 1.17570e-03 1.53074e-03 1.38304e-03 1.06077e-03 1.83405e-03
2.19840e+03 9.72063e-06 8.40522e-06 1.14206e-05 1.01262e-05 7.86243e-06 1.31183e-05
2.39060e+03 3.49745e-06 2.94116e-06 4.12839e-06 3.61560e-06 2.78145e-06 4.63687e-06
4.26210e+02 8.82039e-01 8.34104e-01 9.52670e-01 1.04062e+00 7.58338e-01 1.38433e+00
1.77790e+03 9.32006e-05 8.21949e-05 1.12526e-04 1.01722e-04 7.73818e-05 1.24336e-04
2.55110e+03 1.52675e-06 1.29678e-06 1.76755e-06 1.59106e-06 1.23106e-06 1.98012e-06
1.63280e+03 2.13196e-04 1.82728e-04 2.49401e-04 2.30270e-04 1.78229e-04 2.93170e-04
2.44300e+03 2.65046e-06 2.23310e-06 3.08545e-06 2.80238e-06 2.11374e-06 3.53389e-06
3.38410e+03 2.41986e-08 2.06102e-08 2.90505e-08 2.53359e-08 2.10659e-08 3.36644e-08
1.18470e+03 2.92041e-03 2.59641e-03 3.39035e-03 3.14237e-03 2.53363e-03 4.09437e-03
3.34510e+03 2.95922e-08 2.39674e-08 3.49742e-08 2.98670e-08 2.47264e-08 3.97051e-08
2.35010e+03 4.30760e-06 3.69993e-06 5.08153e-06 4.50946e-06 3.49257e-06 5.79543e-06
2.59630e+03 1.15798e-06 1.00579e-06 1.41474e-06 1.21912e-06 9.37174e-07 1.55484e-06
3.27010e+03 3.96821e-08 3.47907e-08 4.81935e-08 4.40769e-08 3.50479e-08 5.56126e-08
5.21040e+02 3.51257e-01 3.25559e-01 3.80314e-01 4.05596e-01 3.02416e-01 5.35470e-01
9.91820e+02 1.00709e-02 9.27002e-03 1.08573e-02 1.09370e-02 8.53199e-03 1.38217e-02
2.81390e+03 3.86596e-07 3.21423e-07 4.49011e-07 3.98503e-07 3.12490e-07 5.27455e-07
2.64040e+02 6.60832e+00 6.35490e+00 6.79500e+00 8.42265e+00 5.54137e+00 1.11985e+01
9.83960e+02 1.04373e-02 9.35638e-03 1.11676e-02 1.17014e-02 8.82790e-03 1.44827e-02
2.77500e+03 4.65869e-07 3.88979e-07 5.57777e-07 4.80720e-07 3.86985e-07 6.30839e-07
1.15130e+03 3.63081e-03 3.11250e-03 4.08897e-03 4.00327e-03 3.04908e-03 4.89180e-03
7.81110e+02 4.15926e-02 3.86179e-02 4.66347e-02 4.83438e-02 3.75313e-02 5.93728e-02
2.32600e+03 4.84751e-06 4.21477e-06 5.76643e-06 5.07984e-06 4.00243e-06 6.71121e-06
2.59160e+03 1.22582e-06 1.01559e-06 1.43152e-06 1.25682e-06 9.61935e-07 1.63782e-06
4.04780e+02 1.13676e+00 1.05126e+00 1.18436e+00 1.35087e+00 9.31480e-01 1.76984e+00
5.64790e+02 2.37368e-01 2.24854e-01 2.60410e-01 2.74405e-01 2.07703e-01 3.56929e-01
3.39020e+03 2.33452e-08 1.98749e-08 2.79125e-08 2.57385e-08 2.03457e-08 3.23798e-08
3.47360e+03 1.64531e-08 1.39463e-08 1.90277e-08 1.75234e-08 1.41875e-08 2.29386e-08
1.82300e+03 7.57342e-05 6.31959e-05 8.49577e-05 7.95347e-05 6.15384e-05 1.03816e-04
3.37590e+03 2.54692e-08 2.10311e-08 3.10047e-08 2.72560e-08 2.19983e-08 3.42937e-08
7.96630e+02 3.70469e-02 3.40708e-02 4.23517e-02 4.22119e-02 3.39222e-02 5.43096e-02
3.13960e+03 7.60648e-08 6.44229e-08 9.27905e-08 8.00645e-08 6.27204e-08 1.01517e-07
2.54300e+03 1.53410e-06 1.31331e-06 1.85495e-06 1.66361e-06 1.24947e-06 2.06560e-06
1.01600e+03 8.76997e-03 7.59481e-03 9.21939e-03 9.12203e-03 7.08027e-03 1.19756e-02
1.59070e+03 2.71845e-04 2.35327e-04 3.15910e-04 2.86695e-04 2.27904e-04 3.68639e-04
3.06290e+03 1.11333e-07 9.24609e-08 1.31483e-07 1.16236e-07 9.01299e-08 1.47872e-07
2.57110e+03 1.34242e-06 1.13255e-06 1.58930e-06 1.40386e-06 1.05775e-06 1.81831e-06
3.50440e+03 1.42230e-08 1.20404e-08 1.70118e-08 1.51216e-08 1.20380e-08 1.97330e-08
1.13580e+03 3.91427e-03 3.53137e-03 4.45853e-03 4.21900e-03 3.36283e-03 5.61064e-03
2.85640e+03 3.09805e-07 2.56222e-07 3.69083e-07 3.31693e-07 2.48195e-07 4.12835e-07
3.29400e+03 3.50911e-08 3.06040e-08 4.39948e-08 3.84668e-08 3.06198e-08 4.96243e-08
5.70780e+02 2.23031e-01 2.10053e-01 2.41931e-01 2.57220e-01 1.94711e-01 3.33080e-01
2.54070e+03 1.55167e-06 1.35222e-06 1.83082e-06 1.64448e-06 1.27529e-06 2.14877e-06
1.68090e+03 1.64397e-04 1.41650e-04 1.83553e-04 1.77032e-04 1.34641e-04 2.26726e-04
1.91040e+02 2.29555e+01 2.22100e+01 2.26026e+01 2.99095e+01 1.89805e+01 4.10570e+01
2.40100e+03 3.29535e-06 2.84363e-06 3.88473e-06 3.47150e-06 2.60278e-06 4.52229e-06
3.16980e+03 6.54017e-08 5.57818e-08 7.72740e-08 6.97825e-08 5.54089e-08 8.97868e-08
1.80500e+03 8.38016e-05 7.01217e-05 9.55892e-05 8.68874e-05 6.77783e-05 1.12157e-04
2.61860e+03 1.03492e-06 8.93476e-07 1.23437e-06 1.11695e-06 8.25872e-07 1.44038e-06
1.78000e+03 9.44266e-05 8.12147e-05 1.12251e-04 9.90019e-05 7.77849e-05 1.28062e-04
2.00320e+02 1.87168e+01 1.85537e+01 1.92583e+01 2.45218e+01 1.59460e+01 3.39057e+01
2.42010e+03 2.93262e-06 2.52750e-06 3.47080e-06 3.10137e-06 2.43487e-06 4.03333e-06
3.14560e+03 7.44480e-08 6.19088e-08 8.82358e-08 7.72673e-08 6.32070e-08 1.01127e-07
3.14220e+03 7.53495e-08 6.13090e-08 8.92479e-08 8.02531e-08 6.16629e-08 1.03405e-07
3.31690e+03 3.16127e-08 2.81021e-08 3.90826e-08 3.62113e-08 2.77342e-08 4.53493e-08
3.32470e+02 2.58487e+00 2.51598e+00 2.71768e+00 3.20752e+00 2.32739e+00 4.19314e+00
1.85530e+03 6.32540e-05 5.31070e-05 7.04397e-05 6.71798e-05 5.05426e-05 8.35711e-05
2.22630e+03 8.13775e-06 7.20531e-06 9.71991e-06 8.61595e-06 6.95234e-06 1.12150e-05
1.12920e+03 4.01718e-03 3.65572e-03 4.44532e-03 4.30994e-03 3.57081e-03 5.65308e-03
1.44680e+02 6.17772e+01 6.14429e+01 6.06615e+01 8.44442e+01 5.20446e+01 1.14285e+02
1.88840e+03 5.17647e-05 4.46885e-05 6.09002e-05 5.34435e-05 4.22171e-05 7.28066e-05
2.86200e+03 2.98739e-07 2.59582e-07 3.53313e-07 3.07524e-07 2.45298e-07 4.17218e-07
9.25040e+02 1.49657e-02 1.39130e-02 1.72546e-02 1.69904e-02 1.32916e-02 2.14340e-02
3.10560e+03 9.00232e-08 7.50255e-08 1.09913e-07 9.46681e-08 7.53307e-08 1.20655e-07
2.46440e+03 2.41031e-06 2.00667e-06 2.80198e-06 2.40120e-06 1.86691e-06 3.26778e-06
7.52060e+02 5.30887e-02 4.89558e-02 5.83737e-02 5.95681e-02 4.53717e-02 7.40333e-02
9.99650e+02 9.30032e-03 8.41633e-03 1.04675e-02 1.02186e-02 8.12187e-03 1.35082e-02
3.44970e+02 2.22661e+00 2.11812e+00 2.34189e+00 2.66728e+00 1.92984e+00 3.57946e+00
2.76180e+03 4.93840e-07 4.16401e-07 6.07314e-07 5.19361e-07 4.01190e-07 6.58810e-07
1.58130e+03 2.86906e-04 2.52521e-04 3.22240e-04 3.00578e-04 2.41147e-04 3.86644e-04
3.37980e+03 2.46043e-08 2.07524e-08 3.05404e-08 2.67315e-08 2.09499e-08 3.31811e-08
1.53400e+03 3.52704e-04 3.15740e-04 4.35743e-04 4.06487e-04 3.09338e-04 5.04594e-04
6.67450e+02 1.00611e-01 9.20519e-02 1.10687e-01 1.15821e-01 8.96384e-02 1.48252e-01
1.02200e+03 8.25718e-03 7.45324e-03 9.14893e-03 8.70011e-03 6.80047e-03 1.16013e-02
1.05240e+03 6.67278e-03 5.98465e-03 7.54901e-03 7.09458e-03 5.69223e-03 9.37328e-03
1.93590e+03 3.97739e-05 3.35727e-05 4.56986e-05 4.21086e-05 3.28014e-05 5.42789e-05
1.32430e+03 1.22495e-03 1.12677e-03 1.41196e-03 1.35410e-03 1.02904e-03 1.71856e-03
2.38090e+03 3.67753e-06 3.14365e-06 4.35713e-06 3.84824e-06 2.94436e-06 4.94583e-06
1.97570e+03 3.23098e-05 2.68256e-05 3.79807e-05 3.37743e-05 2.57495e-05 4.34645e-05
7.89170e+02 3.90191e-02 3.70842e-02 4.31582e-02 4.43578e-02 3.46468e-02 5.82551e-02
3.16610e+03 6.58119e-08 5.46548e-08 7.78764e-08 7.04477e-08 5.58633e-08 8.94242e-08
7.73840e+02 4.40522e-02 4.03246e-02 4.81699e-02 5.08695e-02 3.90278e-02 6.48778e-02
2.40860e+03 3.11157e-06 2.69587e-06 3.78913e-06 3.26116e-06 2.54228e-06 4.36293e-06
2.57570e+03 1.27352e-06 1.09305e-06 1.59149e-06 1.35064e-06 1.05956e-06 1.77465e-06
1.34400e+03 1.12992e-03 9.83390e-04 1.21264e-03 1.22467e-03 9.49022e-04 1.55686e-03
2.70010e+03 6.88516e-07 5.67878e-07 8.18548e-07 7.25935e-07 5.54418e-07 9.09397e-07
3.62460e+02 1.81208e+00 1.72502e+00 1.88684e+00 2.19184e+00 1.54815e+00 2.91113e+00
1.41760e+03 7.32633e-04 6.48516e-04 8.44689e-04 8.10092e-04 6.21911e-04 1.01209e-03
3.15860e+03 6.95565e-08 5.73935e-08 8.06483e-08 7.35290e-08 5.80709e-08 9.63408e-08
3.99250e+02 1.19874e+00 1.12527e+00 1.25491e+00 1.39080e+00 1.02749e+00 1.87534e+00
5.03030e+02 4.16710e-01 3.92219e-01 4.47335e-01 4.88625e-01 3.68821e-01 6.30293e-01
2.81440e+03 3.73825e-07 3.21967e-07 4.57718e-07 3.92849e-07 3.09935e-07 5.13732e-07
1.58880e+03 2.74597e-04 2.40849e-04 3.16989e-04 2.94145e-04 2.31505e-04 3.79541e-04
2.02270e+03 2.54934e-05 2.16169e-05 2.85729e-05 2.66403e-05 2.03771e-05 3.47891e-05
2.80020e+03 4.06790e-07 3.44409e-07 4.90232e-07 4.19924e-07 3.39641e-07 5.52540e-07
2.82780e+03 3.45536e-07 2.91504e-07 4.16977e-07 3.82302e-07 2.83278e-07 4.74334e-07
3.23080e+03 4.81403e-08 4.14110e-08 5.67172e-08 5.21129e-08 4.14060e-08 6.67992e-08
3.02990e+03 1.26096e-07 1.07820e-07 1.51639e-07 1.34220e-07 1.06704e-07 1.74680e-07
6.04150e+02 1.69677e-01 1.55988e-01 1.83750e-01 1.92999e-01 1.46948e-01 2.51093e-01
2.99120e+03 1.53845e-07 1.29032e-07 1.91205e-07 1.62097e-07 1.28641e-07 2.10488e-07
2.59800e+03 1.16190e-06 9.85823e-07 1.34836e-06 1.21494e-06 9.29133e-07 1.55203e-06
3.19940e+03 5.61302e-08 4.74049e-08 6.64722e-08 5.76844e-08 4.74129e-08 7.77483e-08
1.08370e+03 5.50568e-03 4.85407e-03 5.96879e-03 5.86385e-03 4.62247e-03 7.57166e-03
3.22710e+03 4.88351e-08 4.11769e-08 5.85332e-08 5.28676e-08 4.34326e-08 6.76698e-08
1.13480e+03 3.96999e-03 3.54386e-03 4.30058e-03 4.35128e-03 3.33725e-03 5.39872e-03
3.29510e+03 3.66907e-08 2.95761e-08 4.30392e-08 3.91869e-08 3.11291e-08 5.00795e-08
2.65850e+03 8.72220e-07 7.12941e-07 9.90904e-07 8.58733e-07 7.13305e-07 1.16317e-06
1.03640e+03 7.35860e-03 6.77734e-03 8.19857e-03 8.00264e-03 6.30063e-03 1.02648e-02
3.05210e+03 1.15647e-07 9.67904e-08 1.37443e-07 1.22153e-07 9.33121e-08 1.59177e-07
7.71990e+02 4.47109e-02 4.25283e-02 4.89268e-02 5.00512e-02 3.94399e-02 6.41070e-02
8.18820e+02 3.19422e-02 2.87970e-02 3.51700e-02 3.47580e-02 2.79665e-02 4.58612e-02
8.10450e+02 3.41436e-02 3.15768e-02 3.70132e-02 3.84476e-02 2.91017e-02 4.89539e-02
1.60400e+03 2.54479e-04 2.17072e-04 2.87505e-04 2.65119e-04 2.05250e-04 3.43705e-04
3.07900e+03 9.90805e-08 8.49682e-08 1.21299e-07 1.04890e-07 8.24688e-08 1.37306e-07
1.65850e+03 1.79020e-04 1.61411e-04 2.09722e-04 1.99654e-04 1.54870e-04 2.53233e-04
3.46140e+03 1.72529e-08 1.39669e-08 2.08401e-08 1.89339e-08 1.48017e-08 2.34015e-08
1.82050e+03 7.65545e-05 6.60975e-05 8.59675e-05 7.96682e-05 6.16251e-05 1.03946e-04
3.06710e+03 1.04040e-07 9.22864e-08 1.28445e-07 1.11315e-07 8.90994e-08 1.43105e-07
4.00120e+02 1.18053e+00 1.12019e+00 1.25705e+00 1.41058e+00 9.95022e-01 1.86103e+00
2.24550e+03 7.72958e-06 6.41748e-06 8.83779e-06 7.87899e-06 6.22000e-06 9.82225e-06
8.63630e+02 2.33743e-02 2.13376e-02 2.58298e-02 2.53747e-02 1.92302e-02 3.44948e-02
2.64180e+03 9.26978e-07 7.90946e-07 1.09428e-06 9.57452e-07 7.45129e-07 1.23649e-06
2.56900e+03 1.34459e-06 1.13960e-06 1.64012e-06 1.45465e-06 1.07883e-06 1.87054e-06
1.07930e+03 5.54249e-03 4.92604e-03 6.20115e-03 5.98377e-03 4.91407e-03 7.80180e-03
3.30960e+03 3.43061e-08 2.88921e-08 4.03070e-08 3.67433e-08 2.89368e-08 4.64320e-08
1.38860e+03 8.64528e-04 7.62196e-04 9.90250e-04 9.15992e-04 7.30171e-04 1.20759e-03
2.50510e+03 1.90710e-06 1.59902e-06 2.23486e-06 1.92321e-06 1.48274e-06 2.59174e-06
2.80440e+03 3.98110e-07 3.47468e-07 4.89361e-07 4.18588e-07 3.25931e-07 5.40282e-07
2.18690e+03 1.00332e-05 9.04655e-06 1.23806e-05 1.09606e-05 8.31700e-06 1.42959e-05
2.67210e+03 7.90352e-07 6.57092e-07 9.30491e-07 8.31501e-07 6.33640e-07 1.04825e-06
2.97750e+03 1.65823e-07 1.42695e-07 1.97577e-07 1.70293e-07 1.35275e-07 2.33048e-07
1.65050e+03 1.91411e-04 1.71868e-04 2.28940e-04 2.05402e-04 1.53132e-04 2.67489e-04
1.20780e+03 2.45551e-03 2.26855e-03 2.86150e-03 2.74393e-03 2.10699e-03 3.43557e-03
6.09580e+02 1.59069e-01 1.51636e-01 1.76656e-01 1.82177e-01 1.42414e-01 2.38577e-01
5.27880e+02 3.31636e-01 3.06731e-01 3.55137e-01 3.80125e-01 2.90255e-01 4.98430e-01
6.48370e+02 1.16370e-01 1.07824e-01 1.28278e-01 1.35227e-01 1.02296e-01 1.71608e-01
6.98190e+02 7.86151e-02 7.33060e-02 8.68445e-02 9.14599e-02 6.62574e-02 1.13640e-01
3.37130e+03 2.58287e-08 2.17022e-08 3.08852e-08 2.82060e-08 2.20318e-08 3.49510e-08
1.68140e+03 1.59787e-04 1.43615e-04 1.79031e-04 1.67926e-04 1.32750e-04 2.20907e-04
2.57240e+03 1.33298e-06 1.13901e-06 1.57693e-06 1.36161e-06 1.06907e-06 1.81319e-06
1.36210e+03 9.85526e-04 9.00427e-04 1.14527e-03 1.07664e-03 8.26474e-04 1.41795e-03
9.43220e+02 1.32624e-02 1.22406e-02 1.51045e-02 1.49107e-02 1.17111e-02 1.91066e-02
6.57800e+02 1.10577e-01 1.00544e-01 1.19678e-01 1.21324e-01 9.55020e-02 1.55384e-01
3.14760e+03 7.21677e-08 6.03183e-08 8.67969e-08 7.49124e-08 6.02046e-08 9.73327e-08
1.32110e+03 1.28178e-03 1.12669e-03 1.43874e-03 1.33624e-03 1.08420e-03 1.81718e-03
2.34110e+03 4.37473e-06 3.87793e-06 5.36692e-06 4.63842e-06 3.65487e-06 5.99823e-06
2.21790e+03 8.88309e-06 7.44594e-06 1.00861e-05 8.83654e-06 7.11985e-06 1.18048e-05
2.25470e+03 7.15929e-06 6.13961e-06 8.34596e-06 7.53700e-06 5.91439e-06 9.70699e-06
3.41540e+03 2.11185e-08 1.80225e-08 2.52352e-08 2.28385e-08 1.78101e-08 2.83690e-08
6.91790e+02 8.14335e-02 7.57703e-02 9.10188e-02 9.50998e-02 7.45921e-02 1.22284e-01
2.44500e+03 2.61187e-06 2.23810e-06 3.07899e-06 2.65617e-06 2.12911e-06 3.62383e-06
4.38350e+02 7.83180e-01 7.37397e-01 8.27293e-01 9.12712e-01 7.02080e-01 1.20990e+00
9.30860e+02 1.46179e-02 1.30919e-02 1.60935e-02 1.62392e-02 1.27285e-02 2.16782e-02
1.92270e+03 4.19509e-05 3.64586e-05 5.01797e-05 4.46638e-05 3.52846e-05 6.09128e-05
1.97470e+03 3.22069e-05 2.79923e-05 3.88103e-05 3.39528e-05 2.66194e-05 4.48237e-05
1.30300e+03 1.39097e-03 1.26724e-03 1.61121e-03 1.50766e-03 1.21762e-03 1.94166e-03
1.28030e+03 1.61230e-03 1.46169e-03 1.85420e-03 1.70933e-03 1.36608e-03 2.27152e-03
2.33220e+03 4.75005e-06 3.90649e-06 5.55796e-06 4.98948e-06 3.89125e-06 6.49641e-06
2.82610e+03 3.54272e-07 2.97066e-07 4.23122e-07 3.78354e-07 2.94098e-07 4.91982e-07
1.51820e+02 5.17920e+01 5.14406e+01 5.12990e+01 7.01933e+01 4.18574e+01 9.73426e+01
1.50460e+03 4.38745e-04 3.94756e-04 5.08309e-04 4.75740e-04 3.79163e-04 6.19690e-04
2.08840e+03 1.74017e-05 1.51116e-05 2.04381e-05 1.82776e-05 1.37995e-05 2.45460e-05
3.20800e+03 5.42725e-08 4.55634e-08 6.60514e-08 5.77808e-08 4.59882e-08 7.44834e-08
9.37690e+02 1.43516e-02 1.23740e-02 1.54258e-02 1.55899e-02 1.23445e-02 1.98915e-02
1.47310e+03 5.20791e-04 4.74032e-04 5.94424e-04 5.56585e-04 4.60551e-04 7.35002e-04
2.98690e+03 1.59559e-07 1.32952e-07 1.87487e-07 1.68739e-07 1.33809e-07 2.09642e-07
9.89380e+02 1.00328e-02 8.84967e-03 1.09871e-02 1.12386e-02 8.95524e-03 1.40694e-02
3.94940e+02 1.25892e+00 1.19849e+00 1.31727e+00 1.47305e+00 1.08225e+00 1.95332e+00
2.15440e+03 1.24006e-05 1.05464e-05 1.42291e-05 1.34623e-05 1.00435e-05 1.65447e-05
7.63460e+02 4.68058e-02 4.39171e-02 5.19999e-02 5.54587e-02 4.10794e-02 6.86115e-02
2.84660e+03 3.25779e-07 2.71372e-07 3.91084e-07 3.34409e-07 2.61412e-07 4.41923e-07
1.38310e+03 8.68350e-04 8.13772e-04 1.00827e-03 9.35713e-04 7.44148e-04 1.26434e-03
1.85820e+03 6.10707e-05 5.24340e-05 7.09364e-05 6.50744e-05 5.06511e-05 8.22596e-05
1.88470e+03 5.29316e-05 4.73388e-05 6.17121e-05 5.50872e-05 4.39164e-05 7.30106e-05
1.62920e+03 2.12145e-04 1.86492e-04 2.45365e-04 2.27168e-04 1.82954e-04 3.02410e-04
1.82970e+03 7.09291e-05 6.28467e-05 8.19884e-05 7.64566e-05 5.90806e-05 9.64657e-05
4.94520e+02 4.52241e-01 4.23116e-01 4.82468e-01 5.28426e-01 3.86087e-01 6.80264e-01
3.76780e+02 1.52001e+00 1.45386e+00 1.60929e+00 1.86947e+00 1.33869e+00 2.44190e+00
1.10060e+03 4.78876e-03 4.32169e-03 5.48526e-03 5.32811e-03 4.28440e-03 6.97164e-03
1.64440e+03 1.99270e-04 1.77408e-04 2.25206e-04 2.10753e-04 1.70199e-04 2.84992e-04
2.51740e+03 1.74298e-06 1.49523e-06 2.13445e-06 1.82526e-06 1.46690e-06 2.36309e-06
1.35860e+03 1.03468e-03 8.88384e-04 1.13656e-03 1.06395e-03 8.65352e-04 1.40128e-03
3.05180e+03 1.17344e-07 9.90736e-08 1.36486e-07 1.22128e-07 9.61282e-08 1.55847e-07
4.59100e+02 6.29068e-01 5.98808e-01 6.84193e-01 7.42227e-01 5.50826e-01 9.90136e-01
1.94430e+03 3.87133e-05 3.23407e-05 4.40857e-05 4.11703e-05 3.16557e-05 5.11792e-05
1.04410e+03 7.08215e-03 6.27309e-03 8.00223e-03 7.67323e-03 6.03541e-03 9.97422e-03
2.86870e+03 2.83557e-07 2.46038e-07 3.44895e-07 2.99612e-07 2.41989e-07 3.92575e-07
