masses      stau_mix      LO_data      LO_err      NLO_data      NLO_err      Alpha_err      time_elapsed
2.91640e+03 1.00000e+00 2.23209e-07 0.00000e+00 2.34395e-07 1.17976e-07 -1.02035e-08 1.09633e+05
2.41810e+03 1.00000e+00 2.97860e-06 0.00000e+00 3.37083e-06 1.05627e-06 -4.30727e-07 1.09633e+05
2.44310e+03 1.00000e+00 2.51197e-06 0.00000e+00 2.80817e-06 8.40535e-07 -1.45619e-07 1.09633e+05
3.18480e+03 1.00000e+00 6.26866e-08 0.00000e+00 6.68489e-08 3.19764e-08 -7.43856e-09 1.09633e+05
3.35420e+03 1.00000e+00 2.76122e-08 0.00000e+00 3.04554e-08 1.52350e-08 -1.23622e-09 1.09633e+05
9.84980e+02 1.00000e+00 1.06105e-02 0.00000e+00 1.21586e-02 7.73493e-04 6.69711e-04 1.09633e+05
5.55060e+02 1.00000e+00 2.57430e-01 0.00000e+00 3.01905e-01 1.45159e-02 -1.10254e-03 1.09633e+05
1.41140e+03 1.00000e+00 7.35429e-04 0.00000e+00 8.44057e-04 7.27460e-05 1.82544e-05 1.09633e+05
3.36520e+03 1.00000e+00 2.67756e-08 0.00000e+00 2.92853e-08 1.39877e-08 -3.43684e-09 1.09633e+05
1.96690e+03 1.00000e+00 3.30355e-05 0.00000e+00 3.74382e-05 7.15712e-06 6.71951e-07 1.09633e+05
3.19690e+03 1.00000e+00 5.80162e-08 0.00000e+00 6.19939e-08 2.94377e-08 -8.45338e-09 1.09633e+05
9.29580e+02 1.00000e+00 1.46835e-02 0.00000e+00 1.69278e-02 1.25600e-03 -5.05266e-04 1.09633e+05
5.37070e+02 1.00000e+00 3.05937e-01 0.00000e+00 3.46578e-01 1.69779e-02 9.11644e-03 1.09633e+05
2.10190e+03 1.00000e+00 1.63628e-05 0.00000e+00 1.78763e-05 4.21382e-06 -6.45469e-08 1.09633e+05
2.29010e+03 1.00000e+00 5.88229e-06 0.00000e+00 6.52590e-06 1.89955e-06 3.21031e-07 1.09633e+05
2.76270e+03 1.00000e+00 4.82291e-07 0.00000e+00 5.59009e-07 2.30165e-07 -2.69281e-08 1.09633e+05
3.18250e+03 1.00000e+00 6.01075e-08 0.00000e+00 6.79071e-08 3.30164e-08 -6.88813e-09 1.09633e+05
2.45320e+03 1.00000e+00 2.43495e-06 0.00000e+00 2.66011e-06 9.68905e-07 -3.82775e-08 1.09633e+05
3.35170e+03 1.00000e+00 2.90043e-08 0.00000e+00 3.18449e-08 1.59484e-08 -3.54665e-09 1.09633e+05
2.96100e+03 1.00000e+00 1.81529e-07 0.00000e+00 2.02297e-07 1.01401e-07 -1.93316e-08 1.09633e+05
4.94350e+02 1.00000e+00 4.54257e-01 0.00000e+00 5.42233e-01 2.68985e-02 1.43295e-02 1.09633e+05
3.27490e+03 1.00000e+00 3.98228e-08 0.00000e+00 4.32193e-08 2.28144e-08 -3.59292e-09 1.09633e+05
3.16950e+03 1.00000e+00 6.37520e-08 0.00000e+00 7.01936e-08 3.58785e-08 -5.28263e-09 1.09633e+05
1.27000e+03 1.00000e+00 1.77674e-03 0.00000e+00 1.88884e-03 1.42357e-04 -1.59705e-04 1.09633e+05
2.94610e+03 1.00000e+00 1.87261e-07 0.00000e+00 2.18065e-07 1.14346e-07 -1.71188e-08 1.09633e+05
2.99190e+03 1.00000e+00 1.55231e-07 0.00000e+00 1.67718e-07 8.17793e-08 -9.67121e-09 1.09633e+05
6.93110e+02 1.00000e+00 8.32376e-02 0.00000e+00 9.82664e-02 5.07113e-03 2.75749e-03 1.09633e+05
5.80190e+02 1.00000e+00 2.09351e-01 0.00000e+00 2.48123e-01 1.01278e-02 2.62922e-03 1.09633e+05
2.04710e+03 1.00000e+00 2.15462e-05 0.00000e+00 2.40727e-05 4.92270e-06 -1.54010e-06 1.09633e+05
1.67050e+03 1.00000e+00 1.68909e-04 0.00000e+00 1.94784e-04 2.84560e-05 -1.16347e-05 1.09633e+05
1.81160e+03 1.00000e+00 7.90742e-05 0.00000e+00 8.62700e-05 1.38833e-05 -4.50304e-06 1.09633e+05
1.73930e+03 1.00000e+00 1.12661e-04 0.00000e+00 1.28871e-04 1.91774e-05 2.16821e-06 1.09633e+05
6.40590e+02 1.00000e+00 1.26700e-01 0.00000e+00 1.46109e-01 8.51538e-03 7.03463e-04 1.09633e+05
1.72090e+03 1.00000e+00 1.28825e-04 0.00000e+00 1.48192e-04 2.19543e-05 -8.23495e-06 1.09633e+05
2.75610e+03 1.00000e+00 5.17896e-07 0.00000e+00 5.46062e-07 2.40975e-07 -1.76599e-08 1.09633e+05
2.63000e+03 1.00000e+00 9.78286e-07 0.00000e+00 1.08146e-06 4.32103e-07 -3.54716e-08 1.09633e+05
2.85270e+03 1.00000e+00 3.12349e-07 0.00000e+00 3.34618e-07 1.53633e-07 7.03514e-09 1.09633e+05
3.11240e+03 1.00000e+00 8.67054e-08 0.00000e+00 9.11848e-08 4.67197e-08 -2.09306e-09 1.09633e+05
1.89070e+03 1.00000e+00 5.10876e-05 0.00000e+00 5.64315e-05 9.77026e-06 -2.67770e-06 1.09633e+05
6.72770e+02 1.00000e+00 1.00100e-01 0.00000e+00 1.13752e-01 6.71277e-03 -2.69219e-03 1.09633e+05
3.48490e+03 1.00000e+00 1.52152e-08 0.00000e+00 1.67993e-08 8.94916e-09 -2.61382e-09 1.09633e+05
1.32660e+03 1.00000e+00 1.22961e-03 0.00000e+00 1.34290e-03 1.23633e-04 -3.25705e-05 1.09633e+05
2.41120e+03 1.00000e+00 3.09629e-06 0.00000e+00 3.63213e-06 1.27736e-06 -3.44472e-07 1.09633e+05
1.40150e+03 1.00000e+00 7.95946e-04 0.00000e+00 8.84856e-04 9.46056e-05 8.07674e-06 1.09633e+05
1.37360e+03 1.00000e+00 9.69884e-04 0.00000e+00 1.05006e-03 8.98746e-05 7.82397e-06 1.09633e+05
2.22330e+03 1.00000e+00 8.94991e-06 0.00000e+00 9.34587e-06 2.34507e-06 -3.54317e-07 1.09633e+05
1.62630e+03 1.00000e+00 2.11961e-04 0.00000e+00 2.47722e-04 3.15656e-05 -8.00053e-06 1.09633e+05
8.66130e+02 1.00000e+00 2.27317e-02 0.00000e+00 2.66512e-02 1.50201e-03 3.70039e-04 1.09633e+05
1.57530e+03 1.00000e+00 3.06197e-04 0.00000e+00 3.39216e-04 4.09870e-05 -2.10209e-06 1.09633e+05
1.51340e+03 1.00000e+00 4.27078e-04 0.00000e+00 4.52544e-04 5.67293e-05 -1.41878e-05 1.09633e+05
2.80140e+03 1.00000e+00 3.99969e-07 0.00000e+00 4.34102e-07 2.07625e-07 -3.33834e-08 1.09633e+05
2.99890e+03 1.00000e+00 1.49503e-07 0.00000e+00 1.58806e-07 8.61745e-08 -1.11464e-08 1.09633e+05
2.30930e+03 1.00000e+00 5.32266e-06 0.00000e+00 5.88036e-06 1.67931e-06 1.94279e-07 1.09633e+05
1.43680e+03 1.00000e+00 6.67976e-04 0.00000e+00 7.28268e-04 7.38730e-05 2.58770e-05 1.09633e+05
2.06390e+03 1.00000e+00 1.99435e-05 0.00000e+00 2.25609e-05 4.74656e-06 -1.39604e-06 1.09633e+05
1.41820e+03 1.00000e+00 7.36435e-04 0.00000e+00 8.19234e-04 7.92622e-05 -4.05811e-06 1.09633e+05
7.31780e+02 1.00000e+00 5.91958e-02 0.00000e+00 7.07341e-02 3.76962e-03 -1.06614e-03 1.09633e+05
3.28700e+03 1.00000e+00 3.76589e-08 0.00000e+00 4.23800e-08 2.21160e-08 -3.14521e-09 1.09633e+05
1.06520e+03 1.00000e+00 6.16781e-03 0.00000e+00 6.88206e-03 6.20449e-04 5.05024e-04 1.09633e+05
1.89550e+03 1.00000e+00 4.97193e-05 0.00000e+00 5.52798e-05 9.85062e-06 3.22439e-07 1.09633e+05
1.58420e+03 1.00000e+00 2.82603e-04 0.00000e+00 3.08551e-04 3.17627e-05 -4.55307e-07 1.09633e+05
8.43540e+02 1.00000e+00 2.71043e-02 0.00000e+00 3.06582e-02 1.90688e-03 -9.85234e-04 1.09633e+05
4.90750e+02 1.00000e+00 4.69777e-01 0.00000e+00 5.51333e-01 2.41624e-02 -1.28164e-02 1.09633e+05
7.34620e+02 1.00000e+00 5.87605e-02 0.00000e+00 6.81789e-02 4.01149e-03 -1.22933e-03 1.09633e+05
9.39270e+02 1.00000e+00 1.28322e-02 0.00000e+00 1.68528e-02 1.28224e-03 8.12828e-04 1.09633e+05
3.11290e+03 1.00000e+00 8.40186e-08 0.00000e+00 9.05137e-08 5.26588e-08 -1.11941e-08 1.09633e+05
1.46050e+03 1.00000e+00 5.79561e-04 0.00000e+00 6.40474e-04 7.08331e-05 1.48222e-05 1.09633e+05
6.59620e+02 1.00000e+00 1.06300e-01 0.00000e+00 1.23716e-01 6.90676e-03 -5.32125e-03 1.09633e+05
3.46990e+03 1.00000e+00 1.61309e-08 0.00000e+00 1.77278e-08 9.29497e-09 -1.64086e-09 1.09633e+05
3.18970e+03 1.00000e+00 5.84844e-08 0.00000e+00 6.56174e-08 3.20415e-08 -4.68949e-09 1.09633e+05
2.91420e+02 1.00000e+00 4.48304e+00 0.00000e+00 5.22057e+00 2.35174e-01 2.35155e-01 1.09633e+05
3.14740e+03 1.00000e+00 7.01740e-08 0.00000e+00 7.89149e-08 4.05560e-08 -1.16037e-08 1.09633e+05
3.26720e+03 1.00000e+00 4.05491e-08 0.00000e+00 4.65931e-08 2.15805e-08 -4.18163e-09 1.09633e+05
2.42740e+03 1.00000e+00 2.91212e-06 0.00000e+00 3.08744e-06 1.04798e-06 -6.95943e-08 1.09633e+05
3.82160e+02 1.00000e+00 1.44293e+00 0.00000e+00 1.69914e+00 8.29120e-02 4.02297e-02 1.09633e+05
9.59030e+02 1.00000e+00 1.18768e-02 0.00000e+00 1.44136e-02 8.39650e-04 2.11850e-04 1.09633e+05
2.44430e+03 1.00000e+00 2.47062e-06 0.00000e+00 2.84051e-06 9.46336e-07 4.69817e-08 1.09633e+05
2.89250e+02 1.00000e+00 4.54587e+00 0.00000e+00 5.45367e+00 2.43139e-01 1.59631e-01 1.09633e+05
1.17860e+03 1.00000e+00 2.99280e-03 0.00000e+00 3.39305e-03 2.89579e-04 1.01029e-04 1.09633e+05
2.64870e+03 1.00000e+00 9.14996e-07 0.00000e+00 9.98948e-07 3.73352e-07 -1.77775e-08 1.09633e+05
1.71040e+03 1.00000e+00 1.37243e-04 0.00000e+00 1.55191e-04 1.89378e-05 7.32617e-06 1.09633e+05
2.49280e+03 1.00000e+00 2.00888e-06 0.00000e+00 2.20595e-06 7.45075e-07 -1.18358e-07 1.09633e+05
2.14240e+03 1.00000e+00 1.28768e-05 0.00000e+00 1.46794e-05 3.45554e-06 -4.86449e-07 1.09633e+05
2.87470e+03 1.00000e+00 2.69927e-07 0.00000e+00 3.04419e-07 1.41788e-07 -1.17269e-08 1.09633e+05
2.60520e+03 1.00000e+00 1.13169e-06 0.00000e+00 1.23642e-06 4.69296e-07 -1.31980e-07 1.09633e+05
2.86080e+03 1.00000e+00 2.92682e-07 0.00000e+00 3.17251e-07 1.58651e-07 9.63654e-09 1.09633e+05
1.65710e+03 1.00000e+00 1.84461e-04 0.00000e+00 2.09055e-04 2.78463e-05 4.66129e-06 1.09633e+05
1.15930e+03 1.00000e+00 3.42294e-03 0.00000e+00 3.83753e-03 3.41907e-04 2.84029e-06 1.09633e+05
1.13110e+03 1.00000e+00 4.14008e-03 0.00000e+00 4.57230e-03 3.28507e-04 -6.33049e-05 1.09633e+05
2.48400e+03 1.00000e+00 2.14636e-06 0.00000e+00 2.31893e-06 7.88394e-07 -5.89200e-08 1.09633e+05
3.09750e+03 1.00000e+00 9.11095e-08 0.00000e+00 1.01181e-07 4.42537e-08 -1.32040e-08 1.09633e+05
2.69450e+03 1.00000e+00 7.01491e-07 0.00000e+00 7.82925e-07 3.05702e-07 -1.42664e-08 1.09633e+05
2.27190e+03 1.00000e+00 6.73576e-06 0.00000e+00 7.00693e-06 2.17081e-06 -4.18934e-07 1.09633e+05
1.23470e+03 1.00000e+00 2.09021e-03 0.00000e+00 2.49515e-03 2.14395e-04 -5.29922e-05 1.09633e+05
3.32250e+02 1.00000e+00 2.64995e+00 0.00000e+00 3.12934e+00 1.80824e-01 4.29503e-02 1.09633e+05
1.31560e+03 1.00000e+00 1.31377e-03 0.00000e+00 1.50147e-03 1.42455e-04 6.64577e-05 1.09633e+05
2.19840e+03 1.00000e+00 9.56641e-06 0.00000e+00 1.05720e-05 2.81699e-06 2.17514e-07 1.09633e+05
2.39060e+03 1.00000e+00 3.49805e-06 0.00000e+00 3.70179e-06 1.20903e-06 -2.23808e-08 1.09633e+05
4.26210e+02 1.00000e+00 8.77978e-01 0.00000e+00 1.07612e+00 4.86995e-02 -4.43568e-02 1.09633e+05
1.77790e+03 1.00000e+00 9.56227e-05 0.00000e+00 1.05926e-04 1.39141e-05 -1.19467e-05 1.09633e+05
2.55110e+03 1.00000e+00 1.51175e-06 0.00000e+00 1.59649e-06 6.19525e-07 -1.90358e-07 1.09633e+05
1.63280e+03 1.00000e+00 2.15797e-04 0.00000e+00 2.30972e-04 2.75890e-05 -7.65981e-06 1.09633e+05
2.44300e+03 1.00000e+00 2.52955e-06 0.00000e+00 2.91874e-06 1.03866e-06 -1.46557e-07 1.09633e+05
3.38410e+03 1.00000e+00 2.37672e-08 0.00000e+00 2.58544e-08 1.31449e-08 -2.88541e-09 1.09633e+05
1.18470e+03 1.00000e+00 2.94649e-03 0.00000e+00 3.17089e-03 2.90981e-04 1.85631e-04 1.09633e+05
3.34510e+03 1.00000e+00 2.90518e-08 0.00000e+00 3.15353e-08 1.60186e-08 -3.99177e-09 1.09633e+05
2.35010e+03 1.00000e+00 4.16793e-06 0.00000e+00 4.77189e-06 1.38899e-06 -8.13005e-09 1.09633e+05
2.59630e+03 1.00000e+00 1.15749e-06 0.00000e+00 1.30671e-06 4.55617e-07 -2.90086e-08 1.09633e+05
3.27010e+03 1.00000e+00 4.04574e-08 0.00000e+00 4.57514e-08 2.17461e-08 -3.41764e-09 1.09633e+05
5.21040e+02 1.00000e+00 3.41256e-01 0.00000e+00 4.09401e-01 2.01381e-02 3.42548e-03 1.09633e+05
9.91820e+02 1.00000e+00 9.78593e-03 0.00000e+00 1.14584e-02 8.80797e-04 -5.34813e-04 1.09633e+05
2.81390e+03 1.00000e+00 3.82611e-07 0.00000e+00 4.21734e-07 1.74954e-07 -4.01147e-08 1.09633e+05
2.64040e+02 1.00000e+00 6.57900e+00 0.00000e+00 7.98376e+00 3.10580e-01 2.17212e-01 1.09633e+05
9.83960e+02 1.00000e+00 1.04683e-02 0.00000e+00 1.19423e-02 8.75896e-04 -9.78709e-04 1.09633e+05
2.77500e+03 1.00000e+00 4.53173e-07 0.00000e+00 5.04493e-07 2.29895e-07 -2.61402e-08 1.09633e+05
1.15130e+03 1.00000e+00 3.57550e-03 0.00000e+00 4.11389e-03 3.04572e-04 -8.37935e-06 1.09633e+05
7.81110e+02 1.00000e+00 4.14310e-02 0.00000e+00 4.70397e-02 2.55132e-03 -8.51289e-06 1.09633e+05
2.32600e+03 1.00000e+00 4.95542e-06 0.00000e+00 5.65666e-06 1.56705e-06 2.06228e-07 1.09633e+05
2.59160e+03 1.00000e+00 1.22213e-06 0.00000e+00 1.31239e-06 4.60997e-07 -1.51232e-07 1.09633e+05
4.04780e+02 1.00000e+00 1.12976e+00 0.00000e+00 1.32399e+00 5.91803e-02 -7.96128e-02 1.09633e+05
5.64790e+02 1.00000e+00 2.38206e-01 0.00000e+00 2.76344e-01 1.31327e-02 1.21028e-02 1.09633e+05
3.39020e+03 1.00000e+00 2.24687e-08 0.00000e+00 2.55903e-08 1.22190e-08 -3.34466e-09 1.09633e+05
3.47360e+03 1.00000e+00 1.63500e-08 0.00000e+00 1.81235e-08 9.48665e-09 -2.61346e-09 1.09633e+05
1.82300e+03 1.00000e+00 7.31336e-05 0.00000e+00 8.14726e-05 1.43391e-05 -6.65891e-06 1.09633e+05
3.37590e+03 1.00000e+00 2.54655e-08 0.00000e+00 2.71114e-08 1.46925e-08 -6.91646e-10 1.09633e+05
7.96630e+02 1.00000e+00 3.81765e-02 0.00000e+00 4.63016e-02 2.63154e-03 -2.16966e-03 1.09633e+05
3.13960e+03 1.00000e+00 7.54306e-08 0.00000e+00 7.98478e-08 4.00299e-08 -1.20144e-08 1.09633e+05
2.54300e+03 1.00000e+00 1.56162e-06 0.00000e+00 1.66985e-06 5.79044e-07 -7.14989e-08 1.09633e+05
1.01600e+03 1.00000e+00 8.38276e-03 0.00000e+00 9.35407e-03 7.75754e-04 4.58888e-04 1.09633e+05
1.59070e+03 1.00000e+00 2.66167e-04 0.00000e+00 3.04113e-04 3.72061e-05 8.49227e-06 1.09633e+05
3.06290e+03 1.00000e+00 1.05888e-07 0.00000e+00 1.25743e-07 5.44692e-08 -9.15932e-09 1.09633e+05
2.57110e+03 1.00000e+00 1.28921e-06 0.00000e+00 1.48024e-06 4.93241e-07 -4.22405e-08 1.09633e+05
3.50440e+03 1.00000e+00 1.42913e-08 0.00000e+00 1.59457e-08 8.28884e-09 -1.43336e-09 1.09633e+05
1.13580e+03 1.00000e+00 3.75766e-03 0.00000e+00 4.52704e-03 3.17235e-04 -1.63955e-04 1.09633e+05
2.85640e+03 1.00000e+00 3.10092e-07 0.00000e+00 3.23822e-07 1.59108e-07 -1.74900e-08 1.09633e+05
3.29400e+03 1.00000e+00 3.47407e-08 0.00000e+00 4.00166e-08 2.03191e-08 -2.38727e-09 1.09633e+05
5.70780e+02 1.00000e+00 2.18523e-01 0.00000e+00 2.62064e-01 1.44066e-02 -1.04039e-02 1.09633e+05
2.54070e+03 1.00000e+00 1.55657e-06 0.00000e+00 1.65834e-06 6.52864e-07 -9.43557e-08 1.09633e+05
1.68090e+03 1.00000e+00 1.62221e-04 0.00000e+00 1.77758e-04 2.39794e-05 -1.30515e-05 1.09633e+05
1.91040e+02 1.00000e+00 2.17390e+01 0.00000e+00 2.79655e+01 1.55612e+00 9.11399e-01 1.09633e+05
2.40100e+03 1.00000e+00 3.27017e-06 0.00000e+00 3.53077e-06 1.19258e-06 -1.72102e-07 1.09633e+05
3.16980e+03 1.00000e+00 6.38804e-08 0.00000e+00 7.14328e-08 3.68156e-08 -6.87987e-09 1.09633e+05
1.80500e+03 1.00000e+00 8.20268e-05 0.00000e+00 9.05892e-05 1.60079e-05 -6.84738e-06 1.09633e+05
2.61860e+03 1.00000e+00 1.04234e-06 0.00000e+00 1.14265e-06 4.22212e-07 -3.22431e-08 1.09633e+05
1.78000e+03 1.00000e+00 9.36175e-05 0.00000e+00 1.03189e-04 1.48661e-05 -1.67305e-06 1.09633e+05
2.00320e+02 1.00000e+00 1.85923e+01 0.00000e+00 2.36103e+01 1.26279e+00 -2.07917e-01 1.09633e+05
2.42010e+03 1.00000e+00 3.05438e-06 0.00000e+00 3.28400e-06 1.12452e-06 -1.78178e-07 1.09633e+05
3.14560e+03 1.00000e+00 7.24002e-08 0.00000e+00 7.77110e-08 3.80361e-08 -8.73412e-09 1.09633e+05
3.14220e+03 1.00000e+00 7.66027e-08 0.00000e+00 8.05855e-08 4.02120e-08 -8.47924e-09 1.09633e+05
3.31690e+03 1.00000e+00 3.20923e-08 0.00000e+00 3.47793e-08 1.68446e-08 -5.81347e-09 1.09633e+05
3.32470e+02 1.00000e+00 2.59078e+00 0.00000e+00 3.09098e+00 1.22712e-01 4.11280e-02 1.09633e+05
1.85530e+03 1.00000e+00 6.01332e-05 0.00000e+00 7.18491e-05 1.08835e-05 1.68590e-06 1.09633e+05
2.22630e+03 1.00000e+00 8.34273e-06 0.00000e+00 9.42258e-06 2.62948e-06 -6.16665e-08 1.09633e+05
1.12920e+03 1.00000e+00 4.14683e-03 0.00000e+00 4.37992e-03 4.16238e-04 2.02144e-04 1.09633e+05
1.44680e+02 1.00000e+00 6.28010e+01 0.00000e+00 7.44656e+01 4.12551e+00 -3.27853e+00 1.09633e+05
1.88840e+03 1.00000e+00 5.23556e-05 0.00000e+00 5.71953e-05 1.07806e-05 -5.78052e-07 1.09633e+05
2.86200e+03 1.00000e+00 2.97041e-07 0.00000e+00 3.21238e-07 1.56540e-07 -3.14401e-08 1.09633e+05
9.25040e+02 1.00000e+00 1.46867e-02 0.00000e+00 1.80688e-02 1.32384e-03 7.80931e-04 1.09633e+05
3.10560e+03 1.00000e+00 8.75881e-08 0.00000e+00 9.89562e-08 4.89855e-08 -1.06140e-08 1.09633e+05
2.46440e+03 1.00000e+00 2.33066e-06 0.00000e+00 2.59969e-06 9.18082e-07 -1.94043e-07 1.09633e+05
7.52060e+02 1.00000e+00 5.35807e-02 0.00000e+00 5.93926e-02 3.42271e-03 -5.68433e-04 1.09633e+05
9.99650e+02 1.00000e+00 8.96010e-03 0.00000e+00 1.07190e-02 9.08451e-04 -2.01516e-04 1.09633e+05
3.44970e+02 1.00000e+00 2.21699e+00 0.00000e+00 2.65649e+00 1.36472e-01 -1.34301e-01 1.09633e+05
2.76180e+03 1.00000e+00 4.93536e-07 0.00000e+00 5.29058e-07 2.51173e-07 -3.94982e-08 1.09633e+05
1.58130e+03 1.00000e+00 2.72453e-04 0.00000e+00 3.11658e-04 4.05125e-05 -4.90294e-06 1.09633e+05
3.37980e+03 1.00000e+00 2.39478e-08 0.00000e+00 2.79399e-08 1.47955e-08 -2.01465e-09 1.09633e+05
1.53400e+03 1.00000e+00 3.70685e-04 0.00000e+00 4.22947e-04 4.83894e-05 -1.63237e-05 1.09633e+05
6.67450e+02 1.00000e+00 9.99402e-02 0.00000e+00 1.19172e-01 5.93658e-03 2.02801e-03 1.09633e+05
1.02200e+03 1.00000e+00 8.24379e-03 0.00000e+00 9.40392e-03 7.23325e-04 -5.47945e-04 1.09633e+05
1.05240e+03 1.00000e+00 6.50932e-03 0.00000e+00 7.42168e-03 5.97045e-04 -4.78662e-04 1.09633e+05
1.93590e+03 1.00000e+00 4.06588e-05 0.00000e+00 4.45356e-05 8.86320e-06 1.75808e-07 1.09633e+05
1.32430e+03 1.00000e+00 1.21975e-03 0.00000e+00 1.40175e-03 1.11258e-04 2.61376e-05 1.09633e+05
2.38090e+03 1.00000e+00 3.63514e-06 0.00000e+00 3.97934e-06 1.21034e-06 -6.27088e-08 1.09633e+05
1.97570e+03 1.00000e+00 3.32535e-05 0.00000e+00 3.65294e-05 6.77166e-06 -4.00408e-07 1.09633e+05
7.89170e+02 1.00000e+00 4.07174e-02 0.00000e+00 4.67984e-02 2.55276e-03 -3.31496e-04 1.09633e+05
3.16610e+03 1.00000e+00 6.37886e-08 0.00000e+00 7.16758e-08 3.44939e-08 -6.01212e-09 1.09633e+05
7.73840e+02 1.00000e+00 4.57217e-02 0.00000e+00 5.16229e-02 2.99769e-03 4.55375e-04 1.09633e+05
2.40860e+03 1.00000e+00 3.17853e-06 0.00000e+00 3.47608e-06 1.10718e-06 1.29796e-07 1.09633e+05
2.57570e+03 1.00000e+00 1.29851e-06 0.00000e+00 1.43307e-06 5.22818e-07 -1.72122e-08 1.09633e+05
1.34400e+03 1.00000e+00 1.13204e-03 0.00000e+00 1.22808e-03 1.26301e-04 -8.56965e-05 1.09633e+05
2.70010e+03 1.00000e+00 6.77668e-07 0.00000e+00 7.30498e-07 3.05063e-07 -5.07013e-08 1.09633e+05
3.62460e+02 1.00000e+00 1.72502e+00 0.00000e+00 2.13624e+00 1.13709e-01 -4.63518e-02 1.09633e+05
1.41760e+03 1.00000e+00 7.50827e-04 0.00000e+00 7.99962e-04 7.73434e-05 -2.65881e-05 1.09633e+05
3.15860e+03 1.00000e+00 6.98692e-08 0.00000e+00 7.51489e-08 3.81500e-08 -6.22794e-09 1.09633e+05
3.99250e+02 1.00000e+00 1.16185e+00 0.00000e+00 1.41608e+00 6.30310e-02 -1.97399e-03 1.09633e+05
5.03030e+02 1.00000e+00 4.03883e-01 0.00000e+00 4.87738e-01 2.37876e-02 -1.35488e-02 1.09633e+05
2.81440e+03 1.00000e+00 3.90091e-07 0.00000e+00 4.19400e-07 1.88080e-07 -3.49411e-08 1.09633e+05
1.58880e+03 1.00000e+00 2.67153e-04 0.00000e+00 3.10975e-04 4.00069e-05 -4.49937e-06 1.09633e+05
2.02270e+03 1.00000e+00 2.56293e-05 0.00000e+00 2.77640e-05 6.19025e-06 -1.88110e-06 1.09633e+05
2.80020e+03 1.00000e+00 4.08344e-07 0.00000e+00 4.46982e-07 1.94467e-07 -7.90353e-09 1.09633e+05
2.82780e+03 1.00000e+00 3.58118e-07 0.00000e+00 3.81747e-07 1.75986e-07 3.31599e-09 1.09633e+05
3.23080e+03 1.00000e+00 4.96317e-08 0.00000e+00 5.35462e-08 2.61104e-08 -4.81201e-09 1.09633e+05
3.02990e+03 1.00000e+00 1.27491e-07 0.00000e+00 1.39391e-07 6.99045e-08 -4.04480e-09 1.09633e+05
6.04150e+02 1.00000e+00 1.69353e-01 0.00000e+00 1.91216e-01 9.51694e-03 1.08492e-03 1.09633e+05
2.99120e+03 1.00000e+00 1.44856e-07 0.00000e+00 1.67786e-07 7.81206e-08 -1.72082e-08 1.09633e+05
2.59800e+03 1.00000e+00 1.16625e-06 0.00000e+00 1.30968e-06 4.73108e-07 -1.25915e-07 1.09633e+05
3.19940e+03 1.00000e+00 5.61036e-08 0.00000e+00 6.25721e-08 3.09878e-08 -7.94307e-09 1.09633e+05
1.08370e+03 1.00000e+00 5.38650e-03 0.00000e+00 6.50584e-03 4.23543e-04 -1.09246e-04 1.09633e+05
3.22710e+03 1.00000e+00 5.13066e-08 0.00000e+00 5.41311e-08 2.53919e-08 -3.99310e-09 1.09633e+05
1.13480e+03 1.00000e+00 3.81748e-03 0.00000e+00 4.68463e-03 3.59503e-04 5.73499e-05 1.09633e+05
3.29510e+03 1.00000e+00 3.57714e-08 0.00000e+00 3.95737e-08 1.84878e-08 -3.94254e-09 1.09633e+05
2.65850e+03 1.00000e+00 8.60528e-07 0.00000e+00 9.21678e-07 3.52784e-07 -1.17058e-08 1.09633e+05
1.03640e+03 1.00000e+00 7.52541e-03 0.00000e+00 8.43208e-03 6.79497e-04 2.78240e-04 1.09633e+05
3.05210e+03 1.00000e+00 1.15222e-07 0.00000e+00 1.26344e-07 6.30534e-08 -1.34607e-08 1.09633e+05
7.71990e+02 1.00000e+00 4.67507e-02 0.00000e+00 5.28055e-02 2.95401e-03 2.29570e-03 1.09633e+05
8.18820e+02 1.00000e+00 3.14412e-02 0.00000e+00 3.61391e-02 2.85333e-03 -8.72841e-04 1.09633e+05
8.10450e+02 1.00000e+00 3.29482e-02 0.00000e+00 3.82670e-02 2.52285e-03 2.66667e-03 1.09633e+05
1.60400e+03 1.00000e+00 2.43509e-04 0.00000e+00 2.78872e-04 3.63439e-05 -1.24604e-05 1.09633e+05
3.07900e+03 1.00000e+00 1.01171e-07 0.00000e+00 1.10009e-07 5.46241e-08 -8.60722e-09 1.09633e+05
1.65850e+03 1.00000e+00 1.81389e-04 0.00000e+00 2.12944e-04 2.54939e-05 9.23515e-06 1.09633e+05
3.46140e+03 1.00000e+00 1.69875e-08 0.00000e+00 1.88839e-08 1.04077e-08 -3.25233e-09 1.09633e+05
1.82050e+03 1.00000e+00 7.51208e-05 0.00000e+00 8.53950e-05 1.37614e-05 2.59858e-07 1.09633e+05
3.06710e+03 1.00000e+00 1.07572e-07 0.00000e+00 1.15663e-07 6.07532e-08 -3.59106e-09 1.09633e+05
4.00120e+02 1.00000e+00 1.14652e+00 0.00000e+00 1.39142e+00 7.26407e-02 -2.40238e-03 1.09633e+05
2.24550e+03 1.00000e+00 7.41220e-06 0.00000e+00 8.41780e-06 2.27656e-06 1.11021e-07 1.09633e+05
