masses      stau_mix      LO_data      NLO_data      NLO_err      Alpha_err
2.91640e+03 1.00000e+00 1.01106e-07 1.09791e-07 6.75585e-08 -8.31022e-09
2.41810e+03 1.00000e+00 1.35011e-06 1.45833e-06 5.02823e-07 -2.58005e-08
2.44310e+03 1.00000e+00 1.17938e-06 1.29072e-06 4.57949e-07 -7.28938e-08
3.18480e+03 1.00000e+00 2.71714e-08 2.89751e-08 1.71870e-08 -1.97210e-09
3.35420e+03 1.00000e+00 1.19472e-08 1.34960e-08 8.65455e-09 -1.44560e-09
9.84980e+02 1.00000e+00 4.17198e-03 4.73126e-03 2.84812e-04 1.02839e-04
5.55060e+02 1.00000e+00 1.01779e-01 1.16795e-01 4.83982e-03 -1.28260e-03
1.41140e+03 1.00000e+00 3.07400e-04 3.41717e-04 3.27215e-05 -1.37147e-05
3.36520e+03 1.00000e+00 1.17415e-08 1.29211e-08 8.66994e-09 -1.41078e-09
1.96690e+03 1.00000e+00 1.46067e-05 1.64392e-05 3.19803e-06 -1.98593e-07
3.19690e+03 1.00000e+00 2.58492e-08 2.87864e-08 1.60852e-08 -1.34111e-09
9.29580e+02 1.00000e+00 6.48415e-03 7.08796e-03 4.09741e-04 -2.27721e-04
5.37070e+02 1.00000e+00 1.19434e-01 1.40264e-01 5.40834e-03 -1.43063e-03
2.10190e+03 1.00000e+00 7.19824e-06 7.66844e-06 1.90635e-06 -1.91157e-07
2.29010e+03 1.00000e+00 2.59619e-06 2.85416e-06 8.17896e-07 -1.09568e-07
2.76270e+03 1.00000e+00 2.18995e-07 2.35588e-07 1.27204e-07 -5.14026e-09
3.18250e+03 1.00000e+00 2.71342e-08 3.09669e-08 1.85490e-08 -2.49308e-09
2.45320e+03 1.00000e+00 1.11082e-06 1.19276e-06 4.34700e-07 -2.10929e-08
3.35170e+03 1.00000e+00 1.26977e-08 1.33224e-08 8.58484e-09 -1.34706e-09
2.96100e+03 1.00000e+00 8.15840e-08 8.79077e-08 5.18780e-08 -3.69024e-09
4.94350e+02 1.00000e+00 1.76617e-01 2.07727e-01 7.89637e-03 3.12457e-03
3.27490e+03 1.00000e+00 1.74787e-08 1.93635e-08 1.23052e-08 -1.69983e-09
3.16950e+03 1.00000e+00 2.94810e-08 3.26127e-08 1.83383e-08 -2.07027e-09
1.27000e+03 1.00000e+00 7.35308e-04 7.69615e-04 6.42381e-05 -3.39075e-05
2.94610e+03 1.00000e+00 8.72189e-08 9.33616e-08 6.01606e-08 -5.66181e-09
2.99190e+03 1.00000e+00 7.11164e-08 7.30142e-08 4.43657e-08 -4.90753e-09
6.93110e+02 1.00000e+00 3.26311e-02 3.75544e-02 1.78567e-03 -4.76466e-04
5.80190e+02 1.00000e+00 8.58441e-02 9.52652e-02 4.31744e-03 -2.39933e-04
2.04710e+03 1.00000e+00 9.58702e-06 1.05647e-05 2.26586e-06 -2.28714e-07
1.67050e+03 1.00000e+00 7.34261e-05 8.20886e-05 1.12072e-05 -7.58209e-07
1.81160e+03 1.00000e+00 3.30696e-05 3.73489e-05 5.80172e-06 -9.03272e-08
1.73930e+03 1.00000e+00 4.87233e-05 5.63813e-05 8.31859e-06 3.18496e-07
6.40590e+02 1.00000e+00 5.01278e-02 5.78728e-02 2.61928e-03 9.01429e-04
1.72090e+03 1.00000e+00 5.23449e-05 6.30141e-05 8.94390e-06 -1.61484e-06
2.75610e+03 1.00000e+00 2.27673e-07 2.45155e-07 1.30867e-07 -1.03798e-08
2.63000e+03 1.00000e+00 4.24385e-07 4.74007e-07 2.12356e-07 -6.85524e-09
2.85270e+03 1.00000e+00 1.38368e-07 1.56831e-07 8.59962e-08 -4.93828e-09
3.11240e+03 1.00000e+00 3.81914e-08 4.22631e-08 2.51236e-08 -3.15563e-09
1.89070e+03 1.00000e+00 2.23348e-05 2.47244e-05 4.44936e-06 -7.11450e-07
6.72770e+02 1.00000e+00 3.70786e-02 4.49153e-02 1.93915e-03 -5.68203e-04
3.48490e+03 1.00000e+00 6.92812e-09 7.63863e-09 5.11896e-09 -1.12622e-09
1.32660e+03 1.00000e+00 5.06354e-04 5.67961e-04 5.20016e-05 -7.37516e-06
2.41120e+03 1.00000e+00 1.37014e-06 1.56086e-06 4.93517e-07 -3.44279e-08
1.40150e+03 1.00000e+00 3.21874e-04 3.80332e-04 3.61318e-05 1.49698e-08
1.37360e+03 1.00000e+00 3.85168e-04 4.26629e-04 4.24201e-05 -5.89699e-06
2.22330e+03 1.00000e+00 3.78918e-06 4.19918e-06 1.10680e-06 -1.82144e-07
1.62630e+03 1.00000e+00 9.40303e-05 1.03233e-04 1.44932e-05 -3.97784e-06
8.66130e+02 1.00000e+00 9.37391e-03 1.10738e-02 6.52843e-04 -1.64083e-05
1.57530e+03 1.00000e+00 1.15821e-04 1.42446e-04 1.62193e-05 -2.89445e-06
1.51340e+03 1.00000e+00 1.73475e-04 1.97556e-04 2.23417e-05 -3.69020e-06
2.80140e+03 1.00000e+00 1.80930e-07 2.01703e-07 1.15791e-07 -9.83132e-09
2.99890e+03 1.00000e+00 6.57317e-08 7.38466e-08 4.41652e-08 -5.44828e-09
2.30930e+03 1.00000e+00 2.31723e-06 2.66315e-06 8.06950e-07 -5.69612e-08
1.43680e+03 1.00000e+00 2.71295e-04 3.12678e-04 3.11778e-05 -1.58209e-06
2.06390e+03 1.00000e+00 8.90587e-06 9.56452e-06 2.19920e-06 1.36087e-07
1.41820e+03 1.00000e+00 3.03522e-04 3.34133e-04 3.29229e-05 -2.51717e-06
7.31780e+02 1.00000e+00 2.43504e-02 2.80668e-02 1.19896e-03 -3.24044e-04
3.28700e+03 1.00000e+00 1.67170e-08 1.86125e-08 1.05685e-08 -1.98305e-09
1.06520e+03 1.00000e+00 2.52945e-03 2.80302e-03 1.94732e-04 -5.66717e-05
1.89550e+03 1.00000e+00 2.14260e-05 2.37801e-05 4.06542e-06 -1.39573e-07
1.58420e+03 1.00000e+00 1.17712e-04 1.32451e-04 1.51050e-05 3.94641e-07
8.43540e+02 1.00000e+00 1.06840e-02 1.28538e-02 6.98094e-04 -1.98274e-04
4.90750e+02 1.00000e+00 1.84851e-01 2.15704e-01 7.93260e-03 3.17893e-04
7.34620e+02 1.00000e+00 2.41143e-02 2.82802e-02 1.35106e-03 -1.37060e-03
9.39270e+02 1.00000e+00 5.34849e-03 6.35814e-03 3.69672e-04 -6.04957e-05
3.11290e+03 1.00000e+00 3.82615e-08 4.27784e-08 2.47963e-08 -2.28995e-09
1.46050e+03 1.00000e+00 2.43954e-04 2.67920e-04 2.71721e-05 1.34837e-06
6.59620e+02 1.00000e+00 4.26729e-02 4.73215e-02 2.03660e-03 -1.67129e-04
3.46990e+03 1.00000e+00 7.24527e-09 8.17822e-09 4.92609e-09 -8.11065e-10
3.18970e+03 1.00000e+00 2.74754e-08 2.83666e-08 1.76587e-08 -2.39644e-09
2.91420e+02 1.00000e+00 1.74428e+00 2.08837e+00 6.50895e-02 6.23504e-03
