masses    LO_data    NLO_data
1.10000e+02 5.00000e-01 1.04344e+02 7.39727e+01
3.30000e+02 2.50000e-01 2.43695e+00 1.32137e+00
3.30000e+02 6.12323e-17 2.70597e+00 1.39907e+00
5.10000e+02 6.12323e-17 3.86878e-01 1.96497e-01
2.00000e+02 2.50000e-01 1.71614e+01 9.57935e+00
2.50000e+02 2.50000e-01 7.47546e+00 3.97473e+00
4.30000e+02 6.25000e-01 4.62949e-01 4.28142e-01
4.80000e+02 1.00000e+00 2.02943e-01 6.01469e-01
2.70000e+02 1.00000e+00 2.34073e+00 6.87062e+00
1.60000e+02 2.50000e-01 3.93548e+01 2.21525e+01
2.60000e+02 1.00000e+00 2.71568e+00 8.08000e+00
3.60000e+02 6.12323e-17 1.84936e+00 9.55543e-01
2.10000e+02 6.12323e-17 1.58729e+01 8.38871e+00
2.70000e+02 2.50000e-01 5.48752e+00 2.94892e+00
3.70000e+02 7.50000e-01 7.14158e-01 9.90845e-01
1.60000e+02 2.50000e-01 3.83167e+01 2.15082e+01
3.50000e+02 2.50000e-01 1.91291e+00 1.01851e+00
4.50000e+02 1.00000e+00 2.72022e-01 7.89345e-01
5.50000e+02 6.25000e-01 1.49451e-01 1.32279e-01
6.00000e+01 3.75000e-01 1.00733e+03 6.02108e+02
3.20000e+02 2.50000e-01 2.75802e+00 1.48725e+00
4.20000e+02 5.00000e-01 6.35119e-01 4.37247e-01
8.00000e+01 3.75000e-01 3.74529e+02 2.22841e+02
2.70000e+02 6.12323e-17 6.04529e+00 3.08551e+00
3.20000e+02 6.12323e-17 3.10244e+00 1.58943e+00
5.50000e+02 7.50000e-01 1.17934e-01 1.60127e-01
2.10000e+02 8.75000e-01 5.68289e+00 1.27150e+01
3.20000e+02 5.00000e-01 2.04294e+00 1.41005e+00
4.20000e+02 7.50000e-01 4.15501e-01 5.76295e-01
8.00000e+01 1.25000e-01 4.76507e+02 2.58690e+02
3.20000e+02 3.75000e-01 2.43901e+00 1.45277e+00
4.20000e+02 3.75000e-01 7.55952e-01 4.38740e-01
8.00000e+01 2.50000e-01 4.25836e+02 2.44098e+02
3.20000e+02 6.25000e-01 1.63995e+00 1.51416e+00
4.20000e+02 6.25000e-01 5.15437e-01 4.67794e-01
2.00000e+02 8.75000e-01 6.66931e+00 1.51378e+01
3.40000e+02 7.50000e-01 1.00555e+00 1.40623e+00
4.40000e+02 3.75000e-01 6.26125e-01 3.54334e-01
2.30000e+02 2.50000e-01 1.01599e+01 5.52151e+00
3.00000e+02 3.75000e-01 3.16121e+00 1.88889e+00
4.50000e+02 3.75000e-01 5.54097e-01 3.28197e-01
5.50000e+02 2.50000e-01 2.46436e-01 1.31184e-01
2.20000e+02 8.75000e-01 4.71923e+00 1.06395e+01
3.50000e+02 1.25000e-01 2.03844e+00 1.06158e+00
4.00000e+02 1.00000e+00 4.64012e-01 1.35667e+00
5.00000e+02 5.00000e-01 2.87503e-01 2.00610e-01
2.10000e+02 3.75000e-01 1.25349e+01 7.41305e+00
3.00000e+02 6.25000e-01 2.14280e+00 1.96712e+00
4.00000e+02 8.75000e-01 4.30265e-01 9.60785e-01
5.00000e+02 7.50000e-01 1.82530e-01 2.56211e-01
1.20000e+02 1.00000e+00 4.27063e+01 1.41577e+02
1.60000e+02 1.00000e+00 1.60217e+01 4.95606e+01
2.60000e+02 1.25000e-01 6.86182e+00 3.59490e+00
4.60000e+02 7.50000e-01 2.70481e-01 3.69153e-01
2.00000e+02 7.50000e-01 7.80139e+00 1.13882e+01
2.80000e+02 1.00000e+00 2.01603e+00 6.01113e+00
2.80000e+02 1.00000e+00 1.99680e+00 6.05927e+00
3.80000e+02 2.50000e-01 1.35006e+00 7.25192e-01
2.50000e+02 6.12323e-17 8.22666e+00 4.30241e+00
2.10000e+02 1.00000e+00 5.99181e+00 1.84510e+01
3.10000e+02 5.00000e-01 2.33555e+00 1.62118e+00
3.80000e+02 3.75000e-01 1.19290e+00 6.94450e-01
2.00000e+02 5.00000e-01 1.27562e+01 9.00658e+00
2.30000e+02 1.00000e+00 4.34288e+00 1.28410e+01
3.30000e+02 1.25000e-01 2.60459e+00 1.37806e+00
4.80000e+02 1.25000e-01 5.07581e-01 2.58014e-01
1.40000e+02 1.00000e+00 2.61799e+01 8.07519e+01
2.20000e+02 5.00000e-01 8.83721e+00 6.28703e+00
3.70000e+02 6.12323e-17 1.64396e+00 8.49419e-01
2.70000e+02 7.50000e-01 2.55210e+00 3.58101e+00
2.70000e+02 3.75000e-01 4.84368e+00 2.82678e+00
3.70000e+02 3.75000e-01 1.32183e+00 7.84147e-01
2.70000e+02 6.25000e-01 3.21764e+00 2.98812e+00
2.70000e+02 6.25000e-01 3.24736e+00 2.98953e+00
3.70000e+02 1.00000e+00 6.44070e-01 1.90257e+00
1.70000e+02 5.00000e-01 2.22664e+01 1.59498e+01
2.20000e+02 8.75000e-01 4.74911e+00 1.06368e+01
3.70000e+02 1.25000e-01 1.60993e+00 8.44970e-01
2.20000e+02 1.25000e-01 1.27927e+01 6.82128e+00
2.70000e+02 5.00000e-01 4.05524e+00 2.83448e+00
3.70000e+02 6.25000e-01 9.00136e-01 8.20009e-01
1.80000e+02 8.75000e-01 9.77931e+00 2.23603e+01
2.70000e+02 7.50000e-01 2.53060e+00 3.57712e+00
4.20000e+02 1.25000e-01 9.25886e-01 4.83414e-01
2.50000e+02 1.00000e+00 3.11325e+00 9.36678e+00
2.70000e+02 1.25000e-01 5.89448e+00 3.11485e+00
3.70000e+02 2.50000e-01 1.52815e+00 8.05433e-01
1.40000e+02 6.25000e-01 3.57666e+01 3.41577e+01
3.00000e+02 1.00000e+00 1.52651e+00 4.55476e+00
3.00000e+02 5.00000e-01 2.64110e+00 1.87206e+00
5.30000e+02 2.50000e-01 2.97679e-01 1.54818e-01
1.10000e+02 1.00000e+00 5.79538e+01 1.90523e+02
2.60000e+02 1.25000e-01 6.99636e+00 3.63282e+00
3.90000e+02 8.75000e-01 4.80397e-01 1.04515e+00
4.90000e+02 3.75000e-01 3.75048e-01 2.19440e-01
2.90000e+02 6.25000e-01 2.45313e+00 2.28202e+00
3.00000e+02 7.50000e-01 1.70403e+00 2.31562e+00
3.00000e+02 1.00000e+00 1.53071e+00 4.53117e+00
4.80000e+02 6.12323e-17 5.12339e-01 2.63380e-01
6.00000e+01 6.12323e-17 1.37831e+03 7.45301e+02
2.00000e+02 5.00000e-01 1.25295e+01 8.81695e+00
3.80000e+02 1.00000e+00 5.75376e-01 1.70175e+00
3.80000e+02 7.50000e-01 6.36738e-01 8.77796e-01
2.20000e+02 5.00000e-01 8.86095e+00 6.21933e+00
2.60000e+02 6.12323e-17 6.99806e+00 3.60423e+00
2.60000e+02 7.50000e-01 2.92736e+00 4.15476e+00
3.60000e+02 8.75000e-01 6.78870e-01 1.49766e+00
2.00000e+02 6.12323e-17 1.91691e+01 1.02409e+01
1.60000e+02 6.25000e-01 2.21518e+01 2.14553e+01
3.10000e+02 3.75000e-01 2.78157e+00 1.62021e+00
4.10000e+02 6.25000e-01 5.69790e-01 5.28463e-01
1.70000e+02 1.25000e-01 3.34451e+01 1.85777e+01
1.80000e+02 5.00000e-01 1.81295e+01 1.31171e+01
2.80000e+02 3.75000e-01 4.13730e+00 2.43873e+00
3.80000e+02 6.25000e-01 7.91736e-01 7.27719e-01
2.50000e+02 1.25000e-01 7.85177e+00 4.26307e+00
2.30000e+02 1.25000e-01 1.10361e+01 5.78771e+00
2.80000e+02 6.12323e-17 5.08793e+00 2.72678e+00
4.10000e+02 8.75000e-01 3.89345e-01 8.32072e-01
2.70000e+02 5.00000e-01 3.97964e+00 2.82820e+00
1.80000e+02 6.12323e-17 2.79487e+01 1.52076e+01
2.60000e+02 3.75000e-01 5.70769e+00 3.30511e+00
3.60000e+02 3.75000e-01 1.48090e+00 8.54548e-01
2.50000e+02 6.25000e-01 4.36652e+00 4.00530e+00
3.10000e+02 1.25000e-01 3.44639e+00 1.76525e+00
3.10000e+02 1.00000e+00 1.31232e+00 3.96884e+00
4.10000e+02 7.50000e-01 4.55836e-01 6.31319e-01
2.70000e+02 2.50000e-01 5.52113e+00 2.94331e+00
3.40000e+02 1.25000e-01 2.31493e+00 1.20229e+00
4.40000e+02 2.50000e-01 6.90590e-01 3.80635e-01
2.20000e+02 6.12323e-17 1.33509e+01 6.97267e+00
3.40000e+02 6.25000e-01 1.28244e+00 1.17263e+00
4.40000e+02 1.25000e-01 7.43176e-01 3.90746e-01
2.20000e+02 6.25000e-01 6.92704e+00 6.47102e+00
2.90000e+02 8.75000e-01 1.67923e+00 3.65405e+00
3.90000e+02 8.75000e-01 4.82712e-01 1.04913e+00
2.20000e+02 1.00000e+00 5.02272e+00 1.53192e+01
2.90000e+02 1.00000e+00 1.76951e+00 5.34646e+00
4.40000e+02 6.12323e-17 7.68568e-01 3.94709e-01
2.20000e+02 2.50000e-01 1.19892e+01 6.72841e+00
3.40000e+02 6.12323e-17 2.38841e+00 1.21903e+00
3.90000e+02 3.75000e-01 1.03483e+00 6.20819e-01
2.50000e+02 2.50000e-01 7.38382e+00 4.02598e+00
3.40000e+02 2.50000e-01 2.15177e+00 1.16219e+00
3.90000e+02 1.00000e+00 5.24290e-01 1.50104e+00
1.20000e+02 6.25000e-01 6.00705e+01 5.78665e+01
2.90000e+02 7.50000e-01 1.91082e+00 2.74999e+00
3.90000e+02 7.50000e-01 5.62134e-01 7.72978e-01
2.40000e+02 5.00000e-01 6.32791e+00 4.36950e+00
2.80000e+02 6.25000e-01 2.80450e+00 2.65642e+00
3.00000e+02 7.50000e-01 1.67390e+00 2.33524e+00
4.30000e+02 7.50000e-01 3.67850e-01 5.09459e-01
2.40000e+02 1.00000e+00 3.63045e+00 1.11256e+01
1.60000e+02 7.50000e-01 1.73946e+01 2.57715e+01
3.80000e+02 6.12323e-17 1.47781e+00 7.51491e-01
4.60000e+02 6.25000e-01 3.43697e-01 3.10517e-01
2.90000e+02 5.00000e-01 3.03361e+00 2.13809e+00
1.80000e+02 8.75000e-01 9.71035e+00 2.26581e+01
4.30000e+02 3.75000e-01 6.98251e-01 4.02200e-01
4.30000e+02 3.75000e-01 6.84113e-01 4.02848e-01
2.40000e+02 8.75000e-01 3.44326e+00 7.71217e+00
1.80000e+02 1.00000e+00 1.07550e+01 3.34095e+01
3.30000e+02 5.00000e-01 1.82030e+00 1.25604e+00
3.80000e+02 1.00000e+00 5.77423e-01 1.66150e+00
2.40000e+02 2.50000e-01 8.59378e+00 4.78477e+00
2.30000e+02 6.12323e-17 1.13922e+01 6.07575e+00
3.30000e+02 6.25000e-01 1.45413e+00 1.31153e+00
4.30000e+02 1.25000e-01 8.43496e-01 4.33991e-01
1.00000e+02 6.12323e-17 2.19826e+02 1.25041e+02
2.90000e+02 2.50000e-01 4.09787e+00 2.29242e+00
3.90000e+02 2.50000e-01 1.19353e+00 6.55246e-01
1.80000e+02 2.50000e-01 2.51962e+01 1.38719e+01
3.40000e+02 5.00000e-01 1.56526e+00 1.10105e+00
3.90000e+02 6.25000e-01 7.11022e-01 6.54010e-01
1.30000e+02 2.50000e-01 8.15475e+01 4.59833e+01
3.40000e+02 3.75000e-01 1.89286e+00 1.10616e+00
3.90000e+02 5.00000e-01 8.94228e-01 6.12580e-01
1.10000e+02 2.50000e-01 1.42734e+02 8.06173e+01
2.60000e+02 6.25000e-01 3.71428e+00 3.43354e+00
3.60000e+02 2.50000e-01 1.68217e+00 9.10309e-01
4.60000e+02 6.12323e-17 6.30295e-01 3.25712e-01
1.60000e+02 6.25000e-01 2.23567e+01 2.12765e+01
3.10000e+02 2.50000e-01 3.16743e+00 1.69366e+00
3.60000e+02 1.00000e+00 7.25062e-01 2.09810e+00
4.10000e+02 6.12323e-17 1.06909e+00 5.40396e-01
1.60000e+02 1.00000e+00 1.63358e+01 5.05278e+01
3.50000e+02 3.75000e-01 1.66367e+00 9.78203e-01
4.00000e+02 2.50000e-01 1.05796e+00 5.69936e-01
4.00000e+02 1.00000e+00 4.64525e-01 1.35983e+00
1.90000e+02 1.25000e-01 2.19744e+01 1.19987e+01
2.20000e+02 1.00000e+00 5.12949e+00 1.54051e+01
3.50000e+02 8.75000e-01 7.77343e-01 1.69962e+00
4.00000e+02 5.00000e-01 7.93717e-01 5.46158e-01
2.50000e+02 7.50000e-01 3.41559e+00 4.84170e+00
2.90000e+02 6.25000e-01 2.43993e+00 2.27423e+00
3.40000e+02 1.00000e+00 9.20119e-01 2.69945e+00
1.00000e+02 1.25000e-01 2.18013e+02 1.19376e+02
2.90000e+02 1.25000e-01 4.48524e+00 2.32338e+00
3.40000e+02 8.75000e-01 8.57464e-01 1.89521e+00
2.10000e+02 5.00000e-01 1.04009e+01 7.38780e+00
2.90000e+02 3.75000e-01 3.66112e+00 2.14184e+00
3.90000e+02 6.12323e-17 1.32141e+00 6.84142e-01
1.80000e+02 1.25000e-01 2.71366e+01 1.49025e+01
2.90000e+02 5.00000e-01 3.05117e+00 2.14372e+00
3.90000e+02 1.25000e-01 1.26566e+00 6.64937e-01
8.00000e+01 8.75000e-01 1.46422e+02 3.76997e+02
3.00000e+02 5.00000e-01 2.63807e+00 1.81970e+00
4.00000e+02 5.00000e-01 8.01190e-01 5.44117e-01
4.50000e+02 7.50000e-01 2.97981e-01 4.15561e-01
2.10000e+02 1.25000e-01 1.52816e+01 8.23350e+00
2.40000e+02 2.50000e-01 8.62922e+00 4.80758e+00
4.70000e+02 8.75000e-01 2.08017e-01 4.58336e-01
