masses    LO_data    NLO_data
3.40000e+02 1.15514e+00 1.38331e+00
1.40000e+02 4.72978e+01 5.82098e+01
1.80000e+02 1.57439e+01 2.01673e+01
3.00000e+02 1.93154e+00 2.29204e+00
3.80000e+02 7.13698e-01 8.60234e-01
1.40000e+02 2.41787e+01 3.01612e+01
1.60000e+02 1.95979e+01 2.49785e+01
2.80000e+02 5.20062e+00 6.20710e+00
3.60000e+02 1.09064e+00 1.30504e+00
1.40000e+02 4.58923e+01 5.73625e+01
1.80000e+02 1.12161e+01 1.38219e+01
2.80000e+02 4.28284e+00 5.10043e+00
3.80000e+02 1.18504e+00 1.41766e+00
1.40000e+02 2.67531e+01 3.36961e+01
1.80000e+02 9.85823e+00 1.23794e+01
2.80000e+02 3.56325e+00 4.44513e+00
3.80000e+02 5.61495e-01 6.66794e-01
1.40000e+02 6.14759e+01 7.75477e+01
1.80000e+02 2.80814e+01 3.46509e+01
2.80000e+02 3.01538e+00 3.60850e+00
3.80000e+02 1.44197e+00 1.73883e+00
1.00000e+02 2.19611e+02 2.83582e+02
2.40000e+02 8.59453e+00 1.05012e+01
3.40000e+02 2.10500e+00 2.57205e+00
8.00000e+01 4.32325e+02 5.71750e+02
2.40000e+02 6.51279e+00 8.02699e+00
3.40000e+02 1.36897e+00 1.64859e+00
8.00000e+01 4.21716e+02 5.55461e+02
2.40000e+02 7.67699e+00 9.34489e+00
3.40000e+02 1.64344e+00 1.98479e+00
6.00000e+01 1.19689e+03 1.58412e+03
1.60000e+02 2.44028e+01 3.00692e+01
2.60000e+02 6.33094e+00 7.60481e+00
3.60000e+02 1.87464e+00 2.22387e+00
6.00000e+01 6.55928e+02 8.55241e+02
1.60000e+02 3.81453e+01 4.83759e+01
2.60000e+02 2.58357e+00 3.14169e+00
3.60000e+02 1.84561e+00 2.20216e+00
6.00000e+01 3.67943e+02 4.77138e+02
2.00000e+02 1.53160e+01 1.90838e+01
3.00000e+02 3.57030e+00 4.36080e+00
4.00000e+02 4.50504e-01 5.33464e-01
1.40000e+02 6.81604e+01 8.50117e+01
2.20000e+02 4.93652e+00 5.86092e+00
3.00000e+02 1.62507e+00 1.98392e+00
4.00000e+02 8.31145e-01 9.77351e-01
1.00000e+02 9.78770e+01 1.26820e+02
2.40000e+02 5.56727e+00 6.74507e+00
3.40000e+02 8.82959e-01 1.05605e+00
1.00000e+02 2.17441e+02 2.71653e+02
2.40000e+02 9.23711e+00 1.13067e+01
3.40000e+02 9.81279e-01 1.18476e+00
6.00000e+01 8.35983e+02 1.13601e+03
2.40000e+02 7.44978e+00 9.30135e+00
3.40000e+02 2.37311e+00 2.79613e+00
8.00000e+01 4.56054e+02 6.06589e+02
2.40000e+02 6.68460e+00 8.10898e+00
3.40000e+02 2.33332e+00 2.78583e+00
8.00000e+01 1.64075e+02 2.20098e+02
2.00000e+02 1.29051e+01 1.59563e+01
3.00000e+02 2.72016e+00 3.28936e+00
4.00000e+02 5.74428e-01 6.84080e-01
6.00000e+01 1.30013e+03 1.69296e+03
2.40000e+02 8.53087e+00 1.04213e+01
3.20000e+02 1.24102e+00 1.48757e+00
