file                              m1000011      m1000015      m2000015      staumix11     1000011_-1000011_7000_LO_test 1000011_-1000011_7000_NLO_1_relerr 1000011_-1000011_7000_NLO_1 1000011_-1000011_7000_NLO_05 1000011_-1000011_7000_NLO_2 1000011_-1000011_7000_NLO_pdf 1000011_-1000011_7000_NLO_aup 1000011_-1000011_7000_NLO_adn 1000011_-1000011_8000_LO_test 1000011_-1000011_8000_NLO_1_relerr 1000011_-1000011_8000_NLO_1 1000011_-1000011_8000_NLO_05 1000011_-1000011_8000_NLO_2 1000011_-1000011_8000_NLO_pdf 1000011_-1000011_8000_NLO_aup 1000011_-1000011_8000_NLO_adn 1000011_-1000011_13000_LO_test 1000011_-1000011_13000_NLO_1_relerr 1000011_-1000011_13000_NLO_1 1000011_-1000011_13000_NLO_05 1000011_-1000011_13000_NLO_2 1000011_-1000011_13000_NLO_pdf 1000011_-1000011_13000_NLO_aup 1000011_-1000011_13000_NLO_adn 1000011_-1000011_14000_LO_test 1000011_-1000011_14000_NLO_1_relerr 1000011_-1000011_14000_NLO_1 1000011_-1000011_14000_NLO_05 1000011_-1000011_14000_NLO_2 1000011_-1000011_14000_NLO_pdf 1000011_-1000011_14000_NLO_aup 1000011_-1000011_14000_NLO_adn 
10_100_10.slha 1.16400e+03   8.29210e+02   2.98360e+03   9.99980e-01   4.81520e-05   6.56220e-04   6.17470e-05   6.47900e-05   5.79800e-05   1.91030e-05   6.35640e-05   6.18320e-05   1.52040e-04   6.66500e-04   1.90950e-04   1.99220e-04   1.80560e-04   3.84810e-05   1.94460e-04   1.90210e-04   3.31400e-03   7.35840e-04   3.94050e-03   4.05480e-03   3.79610e-03   2.78800e-04   3.97160e-03   3.90480e-03   4.74640e-03   7.42970e-04   5.61140e-03   5.76630e-03   5.41680e-03   3.62000e-04   5.65220e-03   5.56100e-03  
10_100_16.slha 2.03660e+02   2.58660e+03   3.27440e+03   9.99840e-01   5.52710e+00   7.67790e-04   6.41830e+00   6.57700e+00   6.27190e+00   1.88820e-01   6.40620e+00   6.41220e+00   7.30380e+00   7.68260e-04   8.48700e+00   8.68980e+00   8.30810e+00   2.29080e-01   8.46600e+00   8.48510e+00   1.76570e+01   7.65740e-04   2.06970e+01   2.11280e+01   2.03730e+01   4.26390e-01   2.06030e+01   2.07460e+01   1.99260e+01   7.64950e-04   2.34020e+01   2.38770e+01   2.30540e+01   4.66750e-01   2.32900e+01   2.34680e+01  
10_101_14.slha 1.21280e+03   1.85210e+03   3.26980e+03  -2.32180e-03   2.98200e-05   6.57390e-04   3.84550e-05   4.04100e-05   3.60430e-05   1.37390e-05   3.98060e-05   3.85910e-05   9.91650e-05   6.62710e-04   1.25180e-04   1.30760e-04   1.18180e-04   2.86560e-05   1.27810e-04   1.24850e-04   2.45980e-03   7.32380e-04   2.93140e-03   3.01780e-03   2.82150e-03   2.19690e-04   2.95580e-03   2.90460e-03   3.57050e-03   7.40160e-04   4.22910e-03   4.34750e-03   4.07930e-03   2.86710e-04   4.26160e-03   4.19050e-03  
10_101_42.slha 3.18900e+03   5.48240e+02   2.34480e+03   1.00000e+00   1.17370e-15   1.08210e+01   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   5.81990e-12   4.96020e-04   9.89050e-12   1.13300e-11   8.49260e-12   3.79390e-11   1.37230e-11   1.08940e-11   6.39480e-08   6.79490e-04   8.49990e-08   8.98540e-08   7.91660e-08   1.33640e-07   1.01970e-07   8.81660e-08   1.62950e-07   6.77510e-04   2.14920e-07   2.26720e-07   2.00660e-07   2.43250e-07   2.45800e-07   2.20880e-07  
10_105_9.slha 9.12700e+02   4.63250e+02   2.39940e+03   9.99950e-01   5.97570e-04   6.79670e-04   7.41410e-04   7.71620e-04   7.03320e-04   1.08520e-04   7.51210e-04   7.36890e-04   1.45540e-03   7.01710e-04   1.77590e-03   1.84030e-03   1.69430e-03   1.89050e-04   1.79410e-03   1.76200e-03   1.67710e-02   7.54280e-04   1.96420e-02   2.01500e-02   1.90180e-02   1.06750e-03   1.97520e-02   1.94840e-02   2.24670e-02   7.58780e-04   2.62070e-02   2.68580e-02   2.54160e-02   1.33640e-03   2.63410e-02   2.60040e-02  
10_106_4.slha 2.63200e+03   1.94490e+03   3.31460e+03   9.99960e-01   6.94310e-11   5.16900e-04   1.11700e-10   1.25500e-10   9.76820e-11   3.65280e-10   1.53380e-10   1.21960e-10   1.49840e-09   6.22380e-04   2.17280e-09   2.35530e-09   1.96970e-09   6.71450e-09   2.93280e-09   2.32460e-09   1.02030e-06   6.68880e-04   1.33600e-06   1.40660e-06   1.25050e-06   8.93560e-07   1.44180e-06   1.35570e-06   2.30140e-06   6.67510e-04   2.98020e-06   3.12740e-06   2.79990e-06   1.47940e-06   3.14450e-06   3.00500e-06  
10_107_8.slha 2.39080e+03   1.93200e+03   2.40940e+03   1.00000e+00   9.17240e-10   5.90310e-04   1.36450e-09   1.49270e-09   1.22540e-09   4.27360e-09   1.84810e-09   1.46690e-09   8.72640e-09   6.76830e-04   1.21450e-08   1.30090e-08   1.11530e-08   3.43690e-08   1.61380e-08   1.28780e-08   3.59240e-06   6.63990e-04   4.65420e-06   4.88550e-06   4.37230e-06   2.12120e-06   4.88420e-06   4.68580e-06   7.52030e-06   6.60800e-04   9.63150e-06   1.00770e-05   9.08230e-06   3.35510e-06   9.97520e-06   9.65110e-06  
10_108_4.slha 5.13010e+02   1.67110e+03   3.35370e+03   9.99970e-01   4.86740e-02   7.48170e-04   5.73550e-02   5.90120e-02   5.53210e-02   3.24210e-03   5.76300e-02   5.69350e-02   8.22920e-02   7.56990e-04   9.61800e-02   9.87570e-02   9.30830e-02   4.85150e-03   9.65620e-02   9.55290e-02   3.79270e-01   7.75210e-04   4.35780e-01   4.45330e-01   4.25590e-01   1.54550e-02   4.36330e-01   4.33980e-01   4.60030e-01   7.76650e-04   5.27970e-01   5.39270e-01   5.16160e-01   1.77790e-02   5.28420e-01   5.26010e-01  
10_109_2.slha 2.66500e+03   3.46130e+02   3.30300e+03   9.99960e-01   4.59440e-11   5.08020e-04   7.49390e-11   8.46010e-11   6.52400e-11   2.49070e-10   1.03140e-10   8.20050e-11   1.15790e-09   6.11220e-04   1.69390e-09   1.84110e-09   1.53160e-09   5.26230e-09   2.28940e-09   1.81480e-09   8.60480e-07   6.68170e-04   1.13030e-06   1.19100e-06   1.05720e-06   7.97130e-07   1.22560e-06   1.14840e-06   1.95960e-06   6.66860e-04   2.54600e-06   2.67390e-06   2.39020e-06   1.32690e-06   2.69500e-06   2.56970e-06  
10_10_3.slha 1.05280e+03   1.90550e+03   3.02210e+03   9.99810e-01   1.45130e-04   6.63530e-04   1.82950e-04   1.91140e-04   1.72630e-04   4.06080e-05   1.86620e-04   1.82450e-04   4.07600e-04   6.81810e-04   5.03930e-04   5.23790e-04   4.78600e-04   7.59380e-05   5.10910e-04   5.00810e-04   6.66000e-03   7.47800e-04   7.83290e-03   8.04250e-03   7.56690e-03   4.89960e-04   7.88700e-03   7.76390e-03   9.25640e-03   7.53820e-04   1.08300e-02   1.11070e-02   1.04820e-02   6.27500e-04   1.08990e-02   1.07370e-02  
10_10_9.slha 2.17520e+03   8.29760e+02   1.33580e+03   1.28450e-01   6.02790e-09   6.58760e-04   8.55100e-09   9.21540e-09   7.80400e-09   2.53800e-08   1.14520e-08   9.10140e-09   3.97640e-08   6.75580e-04   5.43250e-08   5.79440e-08   5.01630e-08   1.24100e-07   6.94570e-08   5.70890e-08   1.12570e-05   6.58520e-04   1.44130e-05   1.50820e-05   1.35920e-05   4.65880e-06   1.48810e-05   1.44280e-05   2.19630e-05   6.61680e-04   2.78040e-05   2.90050e-05   2.63160e-05   7.02460e-06   2.84900e-05   2.77390e-05  
10_110_4.slha 2.22490e+03   9.66340e+02   1.65920e+03  -3.96330e-03   3.99300e-09   6.48120e-04   5.69430e-09   6.14770e-09   5.18450e-09   1.72340e-08   7.65230e-09   6.07300e-09   2.79570e-08   6.81380e-04   3.81260e-08   4.06450e-08   3.52030e-08   9.28730e-08   4.93200e-08   4.01580e-08   8.64280e-06   6.63350e-04   1.10320e-05   1.15380e-05   1.04030e-05   3.85560e-06   1.14250e-05   1.10560e-05   1.71400e-05   6.64900e-04   2.16240e-05   2.25440e-05   2.04670e-05   5.87670e-06   2.22030e-05   2.15910e-05  
10_111_2.slha 2.74570e+03   2.23520e+03   2.78980e+03  -4.62400e-03   1.54690e-11   4.95250e-04   2.57480e-11   2.93210e-11   2.22110e-11   9.18820e-11   3.56240e-11   2.83100e-11   6.01160e-10   5.94770e-04   8.84900e-10   9.64660e-10   7.96790e-10   2.77560e-09   1.19980e-09   9.51530e-10   5.68830e-07   6.80000e-04   7.38860e-07   7.76800e-07   6.91860e-07   5.92720e-07   8.11390e-07   7.52860e-07   1.32480e-06   6.78530e-04   1.70240e-06   1.78410e-06   1.59980e-06   9.99170e-07   1.81790e-06   1.72230e-06  
